motion	docdate	title_block	signature_block	Unnamed: 4
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00053.xml	Stockholm den 25 januari 1898.	Af herr J. G. Hazén, om skrifvelse till Kongl. Maj:t angående statsbidrag till förbättrad vård åt sådana ekonomiskt vanlottade sinnessjuka och idioter, för hvilka ej erhålles statshjelp.	J. G. Hazgén.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00108.xml	Stockholm den 26 januari 1898.	Af herr E. 0. V. Wavrinsky, om skrifvelse till Kongl. Maj:t angående fullständigare lagstiftning till skydd mot miss- handel af djur.	Edvard Wavrinsky.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00138.xml	Stockholm i januari 1898.	Af herr ÅA. W. Styrlander, om skrifvelse till Kongl. Maj:t rörande omarbetning af förordningen angående försäljning af vin och: maltdrycker:.	W.. Styrlander.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00056.xml	Stockholm den 25 januari 1899.	Af herr P. Olsson i Åsak, om skrifvelse till Kongl. Maj:t ang. kontroll å stämpelbeläggning af stämningar till underrätt.	Per Olsson i Åsak.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00211.xml	Stockholm den 28 januari 1899.	Af herr Å. V. Ljungman, om” skrifvelse till Kongl. Maj:t an- gående ett hela riket omfattande statsbanesystem m. m.	Axel Vilh. Ljungman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00241.xml	Stockholm den 30 mars 1899.	Af herr L. Dahlstedt, i anledning af Kongl. Maj:ts proposition ö med förslag till lag angående civile tjensteinnehafvares rätt till pension af staten m. m.	L. Dahlstedt.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00054.xml	Stockholm den 27 januari 1900.	Af herr C. Wallis, angående rektorernas vid de femklassiga läro- verken i Stockholm uppflyttning i högre lönegrad.	Curt Wallis.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00130.xml	Stockholm den 28 januari 1900.	Af herr 8. Söderberg, angående upphörande af nu gällande be- stämmelser derom att åt lärare och lärarinna vid folk- skola bör anskaffas sommarbete och vinterföda för en ko m. m.	Sam. Söderberg. I motionen instämmer: Johan Wahlgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00151.xml	Stockholm den 13 februari 1900.	Af herr K. G. Karlsson i Göteborg m. fl., om skrifvelse till Kongl. Maj:t i fråga om förändradt och förbättradt pensioneringssätt af sjöfolk.	K. G. Karlsson. Carl J. Ödman. W. T. Lundgren. Adolf Johansson. Joh. Nydal. H. F. Pantzarhielm. T. P. Gussing. Carl G. Grundell. P. F. Landelwus. Hans Holmlin. O. E. Gädda. J. Aug. Kinnman. A. Thylander. S. H. Kvarneelius.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00125.xml	Stockholm den 27 januari 1901.	Af herr Hj. Branting, om skrifvelse till Kongl. Maj:t an- gående införande af lika rösträtt och proportionella val vid städsfuällmägtvigevål.	Hjalmar Branating.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00166.xml	Stockholm den 23 februari 1901.	Af herr A. G. Jönsson i Mårarp, i anledning af Kongl. Maj:ts proposition angående ny härordning.	A. G. Jönsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00175.xml	Stockholm den 19 mars 1901.	Af herr ÅA. Hedin i Stockholm, om ändring af 4 $ i Kongl. Maj:ts förslag. till ny värnpligtslag.	A. Hedin.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00007.xml	Stockholm den 18 januari 1902.	Af herr J. J. Byström, om skrifvelse till Kongl. Maj:t angående ändrad lagstiftning rörande aftal om hyra. af bostad.	J. Byström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00059.xml	Stockholm den 27 januari 1902.	Af herr Å. Sundblad, om skrifvelse till Kongl. Maj:t angående upphörande af stiftsbandet med afseende på presternas befordringsrätt.	A. Sundblad.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00061.xml	Stockholm den 22 januari 1902.	Af herr 8, O. Nylander m. fl., om anslag till bildande af en fond för torfindustriens understödjande.	Oskar Nylander. L. W. Lothigius. Hjalmar Hallin. Gust. Odqvist. Karl Ludv. Johansson. Stora Mellby. J. Johanson, Elof Nilsson. 0. H. Svensson. Valared. B. Dahlgren. Alfr. Sandwall. Mawritz Bäärnhielm. Wilh. Heimer. A. Magnusson. And. Andersson. : L. J. Jansson. Sten Nordström. Carl Persson. ÅA. J. Johansson. Hugo Sandén. A. Sundblad. J. Bengtsson, Pehr Svensson. C. A. Danielsson. Bjernalt.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00055.xml	Stockholm den 26 januari 1903.	Af herr D. Holmgren, om anslag till försträckning åt af- gående indelta soldater för inlösen af de af dem innehafda torp.	David Holmgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00064.xml	Stockholm den 27 januari 1903.	Af herr P. Hörnstén, om ändring af 42 $ folkskolestadgan.	P. Hörnstén.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00101.xml	Stockholm den 26 januari 1903.	Af herr OC. Persson i Stallerhult m. fl., om pension ut vice häradshöfdingen John Magnus Stuart.	Carl Persson. D. Persson J. Bromée. Ivar Månsson. i Tällberg.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1904/mot-1904--ak--00145.xml	Stockholm den 27 januari 1904.	Herrar A. OC. Bökelund och P. O. Lundell, om stämpelfrihet för tillståndsbevis för utöfvande af tillverkning vid skatte- fritt bryggeri.	Axel Bökelwnd. P. O. Lundell	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1904/mot-1904--ak--00151.xml	Stockholm den 28 januari 1904.	Af herr K. G.. Karlsson i Göteborg m.fl., i anledning af Kungl. Maj:ts proposition angående aflöningsstat för tullverket.	K. G. Karlsson. C. Faxe. Erik Wyk. Victor Moll. S. H. Kvarngelius. Joh. Er. Nordin. RB. Ekholm. Herman Andersson. Oskar Berg. K. v. Geyer. Paul Hellström. A. Thylander. Henrik Hedlund. Hugo Segerdahl. Ernst Carlson. Joh. Nydal.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1904/mot-1904--fk--00022.xml	Stockholm den 26 januari 1904.	Af herr Hedborg, angående skrifvelse till Konungen i fråga om ändring af $ 136 i skiftesstadgan m. m.	Azel Hedborg.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905--ak--00114.xml	Stockholm den 28 januari 1905.	Af herr 8. T. Palme, om skrifvelse till Kungl. Maj:t an- gående ordnande af utsökningsförhållandena med aft- seende på kommunlån.	Sven Palme.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905--ak--00146.xml	Stockholm den 28 januari 1905.	Af herrar K. Karlsson i Mo och H. G. P. Öhngren, om skrifvelse till Kungl. Maj:t angående inrättandet å Norrlandskusten af en replipunkt för flottan.	Karl Karlsson. Henric Ölmgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905-urtima-fk--00004.xml	Stockholm den 27 juni 1905.	Af herr VOn Baumgarten m. fl., om anslag för eventuella åt- gärder från svensk sida med anledning af de uppkomna unionella förvecklingarna.	Carl von Baumgarten. Rob. Almström. Jonas Alströmer. Herman Behm. Lars Berg. Aaby Ericsson. Arvid Lindman. P. Em. LTCithander. G. H. Spens. Sw. Joh. Sandqvist. P. M. Söderberg- Th. af Ekenstam. E. Hägglund. G. Benedicks. L. Grundberg. C. H. v. Mentzer. N. Fosser. C. D. Uppström. C. J. Beck-Friis. Ernst Trygger. P. O. Liedberg. P. Lundsten. E. L. Petersson. G. A. Walin. G. Andersson. Martin Nisser. W. Wrangel v. Brehmer. P. G. Tamm. Joh. Rylander. N. J. Boström. ÅA. E. Håkanson. Carl Bydberg. Rich. Åkerman. E. Fränckel. ÅA. L. Apelstam. J. S. F. Stephens. J. Gripenstedt. J. M. Ekströmer. Alb. Anderson. Arvid Lilliesköld. E. A. Enhörning. Fr. Ridderbjelke. Gust. Ekdahl. Knut Falk. Knut Bohnstedt. Gustaf Axel Berg. Carl Nyström. Carl Taube. C. A. Sjöcrona. James Kennedy. W. v. Hallwyl. Edw. Bohnstedt. Carl Klingspor. Aug. Weinberg. Hugo Hedenstierna. P. Petersson. J. F. Nyström. H. Falkenberg. C. J. Rappe. Nils Trolle. Johan Beck-Friis. Ivar Wik. Edward Kinberg. G. E. Lewenhaupt. 0. Björklund. K. Åkerberg.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1906/mot-1906--ak--00067.xml	Stockholm den 22 januari 1906.	Af herr P. Os Lundell, om skrifvelse till Kungl. Maj:t angående förslag till lag rörande invallning.	P. O. Lundell.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1906/mot-1906--ak--00167.xml	Stockholm den 14 maj 1906.	Af herr 8. Nordström, i anledning af Kungl. Maj:ts propo- sition om godkännande af förslag till öfverenskommelse mellan svenska staten, å ena, samt Luossavaara-Kiiruna- vaara aktiebolag, aktiebolaget Gellivare malmfält och trafikaktiebolaget Grängesberg-Oxelösund, å andra sidan, angående viss grufegendom m. m.	Sten Nordström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1906/mot-1906--fk--00039.xml	Stockholm den 28 mars 1906.	Af herr Nisser, i anledning af Kungl. Maj:ts proposition med förslag till lag angående medling i arbetstvister.	Martin Nisser.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--ak--00018.xml	Stockholm den 20 januari 1907.	Af herr G. Lindgren i Islingby, om skrifvelse till Kungl. Maj:t angående vidtagande af sådan anordning, att värnplik- tig, som af samvetsbetänkligheter anser sig förhindrad att deltaga i vapenöfning, må i stället få utföra annat arbete för statens räkning.	J. Lindgren i Islingsby.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--ak--00283.xml	Stockholm den 6 maj 1907.	Af herr OC. H. P. af Burén, i anledning af Kungl. Maj:ts proposition angående lönereglering för personalen vid statens järnvägar m. m.	Carl af Burén.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--fk--00040.xml	Stockholm den 16 februari 1907.	Af herr Östberg, i anledning af Kungl. Maj:ts förslag till lag om nyttjanderätt till fast egendom m. m.	G. F. Östberg.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1908/mot-1908--ak--00032.xml	Stockholm den 24 januari 1908.	Af herr E. 0. V. Wavrinsky i Stockholm, om skrif- velse till Kungl. Maj:t angående utredning om arbets- lösheten i Sverige m. m.	Edvard Wavrinsky.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1908/mot-1908--ak--00087.xml	Stockholm den 21 januari 1908.	Af herr J. J. Byström m. £f., om ändring af 12 $ förord- ningen angående försäljning af vin och öl.	J. Byström. Jakob Pettersson. Rob. Karlsson. G. Jansson. Julius Centerwall. E. A. Nilson. S. J. Enander. W. Bengtsson, Häradsköp. Curt Wallis. G. M. Sandin. ÅA. ÅA. Eriksson. K. H. Gez. von Schéele. Karl Warburg. Sam. Thavenius. Å. J. Ohristiernson. Fr. Berglund. G. Lindgren i Islingby. Robert Johansson. S. H. Kvarngelius. M. Matsson. J. E. Ericsson. L. Gust. Broomé. J. G. Forsberg. Bernh. Eriksson. P. Hörnstén. C. J. Berggren. Karl Hultkrantz. Nils Nilsson. O. Anderson. Oskar Berg. Ollas A. Ericsson. Carl Jansson i Edsbäcken. Fr. Canell. Joh. Ström. Motioner i Andra Kammaren, N:o 87. B. P. Ersson. Nils Larsson. Edvard Wavrinsky. Värner Rydén. Alfr. Jonsson. W. Johansson, Öija. J. Andersson, Baggböle. Ernst Beckman. Adolf Janson. ÅA. P. Gustafsson i Sjögesta. V. Larsson. J. Hellgren. Joh. Er. Nordin. E. A. Leksell. Oscar Forssling. J. G. Hazgén. Johan Ericsson. David Pettersson. Axel Ekman. Smeds Lars Olsson. Sam. Söderberg. M. Sundström. J. M. Johansson. E. OC. Kropp. Per N:son Bosson. Halvar Eriksson. Er. Sundin. Alfr. Fornander. Joh. Johansson, Kälkebo. Å. Thylander. L. J. Carlsson. OC. Wallentin. Karl Otto. Alfr. Lundgren. Karl Karlsson, Mo. Karl M. Lindh. Carl Gustafsson. Aug. Larsson. Sizten Neiglick. Aug. Nilsson. Å. Hansson i Solberga. Th. af Callerholm. Ernst Blomberg. Å. P. Risberg. Carl Sandquist.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1908/mot-1908--ak--00328.xml	Stockholm den 5 maj 1908.	At herr T. Zetterstrand, i anledning af motionen n:o 206 med förslag till lag angående förekommande af vanhäfd å vissa jordbruk i Norrland och Dalarna.	T. Zetterstrand.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00064.xml	Stockholm den 26 januari 1909	Af herr Färst, om antagande af lag angående förbud mot kvinnors användande till arbete nattetid i vissa industriella företag.	Th. First.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00065.xml	Stockholm den 25 januari 1909.	Af herr Byström, om ändrad lydelse af 4 $ i förordningen om kyrkostämma samt kyrkoråd och skolråd.	J. Byström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00262.xml	Stockholm den 24 april 1909.	Af herr Sundström, i anledning af Kungl. Maj:ts proposition an- gående statsunderstöd till kommunala och enskilda läro- anstalter.	M. Sundström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1910/mot-1910--ak--00202.xml	Stockholm den 6 februari 1910.	Af herr Lindhagen om skrifvelse till Kungl. Maj:t angående utredning rörande kronans jorddonationer till industrien m. Mm.	Carl Lindhagen.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1910/mot-1910--fk--00031.xml	Stockholm den 27 januari 1910.	Af herr Fahlén, om anslag till lokala föreningar för främjande af svensk hemslöjd.	Hugo Fahlén.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1910/mot-1910--fk--00086.xml	Stockholm den 15 april 1910.	Af herr Danström, i anledning af Kungl. Maj:ts proposition med förslag till förordning om inkomst- och förmögen- hetsskatt.	Ludvig Danström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--ak--00088.xml	Stockholm den 27 januari 1911.	Af herr Bkman i Mogård om skrifvelse till Kungl. Maj:t angdende bättre kontroll därå att afhandlingar om skogsafverkning förses med stadgad stämpel.	Axel Ekman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--ak--00368.xml	Stockholm den 8 maj 1911.	Af herr Riström i anledning af Kungl. Maj:ts proposition angdende anläggning af en statsbana från Veittijärvi till Karungi samt från Karungi till Matarengi m. m	C. Riström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--fk--00098.xml	Stockholm den 3 mars 1911.	Af herr Nilsson, i anledning af Kungl. Maj:ts proposition angående särskild afgift för brännvin, som tillverkas vid bränneri wunder tid, då maniokarot eller andra väsentligen lika stärkelserika, utländska ämnen an- vändas, m. m.	Joh. Nilsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1912/mot-1912--ak--00220.xml	Stockholm den 26 januari 1912.	Af herr Lindhagen, i anledning af Kungl. Maj:ts i statsverks- propositionen gjorda framställning angående uppförandet af fasta biträden i staten för vissa ämbetsverk och myn- digheter.	Carl Lindhagen.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1912/mot-1912--fk--00010.xml	Stockholm den 20 januari 1912.	Af herr Larsson, Knut, om upphäfvande af tullen å klorkalk eller restitution af erlagd tull vid utförsel af med klor- kalk blekt cellulosa.	Knut Larsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1912/mot-1912--fk--00110.xml	Stockholm den 6 maj 1912.	Af herrar Laram och Nilsson, Johan, i anledning af Kungl. Maj:ts proposition angdende anslag för år 1913 till fortsättande af utläggning af ytterligare ett järn- vägsspår mellan Rönninge och Järna.	Herm. Lamm. Joh. Nilsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1913/mot-1913--ak--00250.xml	Stockholm den 5 februari 1913.	Av herr Lindhagen, om skrivelse till Kungl. Maj:t angående svenskt initiativ till internationellt erkännande av varje nations rätt att leva sitt eget fria liv.	Carl Lindhagen.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1913/mot-1913--ak--00321.xml	Stockholm den 15 april 1913.	Av herr Wijk, i anledning av Kungl. Maj:ts proposition med förslag till lag om allmän pensionsförsäkring m. m.	Hjalmar Wijk.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1913/mot-1913--ak--00334.xml	Stockholm den 22 april 1913.	Av herr Kristensson m. fl., i anledning av Kungl. Maj:ts propo- sitton angdende utvidgande av överstyrelsen för rikets allmänna läroverk till en överstyrelse för skolväsendet i riket.	Emål Kristensson. 0. H. Waldén. Carl 0. Strid. Martin Holmström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1914/mot-1914-a-ak--00066.xml	Stockholm den 20 januari 1914.	Av herr von Hofsten m. fl., om förnyat anslag till låneunderstöd åt enskilda järnvägar.	E. v. Hofsten. Axel von Sneidern. Ulrik Leander. Aug. Larsson. Otto Holmdahl. C. A. Olsson. K. Beckman. Conrad Vahlquist. Alb. Karlson. G. W. Sjöberg. Enok Runefors.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1914/mot-1914-b-ak--00039.xml	Stockholm den 26 maj 1914.	Av herr Olofsson i Avik, om skrivelse till Kungl. Maj:t angående undersökning och reglering av brännvinsför- säljningsbolagens förvaltningskostnader.	Gustaf Olofsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1914/mot-1914-b-ak--00269.xml	Stockholm den 14 augusti 1914.	Av herr Lindhagen, angående ordningen för det slutliga ut- gåendet av det utav innevarande riksdag förskottsvis anvisade belopp för bestridande av kostnader, som avses i $ 63 regeringsformen.	Carl Lindhagen.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1915/mot-1915--ak--00086.xml	Stockholm den 25 januari 1915.	Av herr Åkerlund, om skrivelse till Kungl. Maj:t angående ut- arbetande av ny taxa för distriktsveterinärer m. m.	E. Åkerlund.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1915/mot-1915--ak--00245.xml	Stockholm den 6 maj 1915.	Av herrar Palmstierna och Sandler, i anledning av Kungl. Maj:ts proposition, nr 196, med förslag till förordning om krigskonjunkturskatt.	Erik Palmstierna. Rickard Sandler.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1915/mot-1915--fk--00080.xml	Stockholm den 13 april 1915.	Av herr Almer, i anledning av Kungl. Maj:ts förslag till lag om skyddskoppympning.	J. S. Almer.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1916/mot-1916--ak--00013.xml	Stockholm den 21 januari 1916.	Av herrar Welin och Lingström, angående vissa ändringar i gällande folkskolestadga.	S. Welin. Aug. Lingström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1916/mot-1916--ak--00071.xml	Stockholm den 27 januari 1916.	Av herr Källman, om ersättning åt kommuner för vissa av värn- pliktiges inkallande till rikets försvar föranledda utgifter.	G. W. Källman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1916/mot-1916--ak--00270.xml	Stockholm den 13 april 1916.	Av herr Thorsson, i anledning av Kungl. Maj:ts propo- sition, nr 126, angående förordning med särskilda före- skrifter angående avlöningsförmdaner m. m. vid marinen på krigsfot.	F. V. Thorsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--ak--00142.xml	Stockholm den 25 januari 1917.	Av herr Ingvarson, om skrivelse till Kungl. Maj:t i fråga om anordnande av en statens egen tillverkning av papper.	J. Å. Ingvarson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--ak--00404.xml	Stockholm den 18 april 1917.	Av herr Hellberg i Lycksele m. fl,, om avslag å Kungl. Maj:ts proposition, nr 169, med förslag till lag angående ändring i vissa delar av lagen den 1 juli 1898 om de svenska lapparnas rätt till renbete i Sverige.	E. F. Hellberg i Lycksele. Ing. Bergman. Ant. Wikström. Olof Jonsson. J. RB. Sundström. W. Bäckström. Per Norin. J. Behn. Johan Olofsson. Oscar Osberg. Emil Molin, Dombäcksmark. Axel Modig. Gustaf Olsson, Ramsta. J. Henry Erikson 1 Uppsala. Thure Widlund. C. Winberg. Swen Jönsson. Enok Runefors. K. W. Skareen I motionens syfte instämma: 0. W. Stenudd. Oskar Lundgren, Wendelsberg. G. W. Hansson 1 Gårda. Magnus Bengtsson. K. M. Andersson, Milsmaden. Alfred Persson. C. Edor Anderson, Knapasjö. Josef N. Ericsson. Helge Bäcklund. E. C. Kropp. Nils Olsson i Rödningsberg. H. E. Nordström. P. J. Persson. Å. L. Johansson. J. P. Igel. K. A. Borg. J. Persson i Västervik. C. J. Ericsson, Arboga. Adolf Janson. C. Johanson, Gäre. J. AÅ. Ingvarson. Ernst Liljedahl. Carl O. Strid. Fabian Månsson. Algot Törnkvist. Å. J. Bärg. Alfred Bolander. Ol. Olsson i See. G. W. Källman. Erik Röing. Carl Sjögren. Herm. Carlson. Åug. Larsson. Nils Ohlsson. Ernst Lindley. Gustaf Johansson. Christian Ericson. Wilhelm Björck. Rob. Karlsson. Karl Kahlström. E. Ewurén. Aug. Sävström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--fk--00018.xml	Stockholm den 18 april 1917.	Av herr Hellberg i Lycksele m. fl,, om avslag å Kungl. Maj:ts proposition, nr 169, med förslag till lag angående ändring i vissa delar av lagen den 1 juli 1898 om de svenska lapparnas rätt till renbete i Sverige.	E. F. Hellberg i Lycksele. Ing. Bergman. Ant. Wikström. Olof Jonsson. J. RB. Sundström. W. Bäckström. Per Norin. J. Behn. Johan Olofsson. Oscar Osberg. Emil Molin, Dombäcksmark. Axel Modig. Gustaf Olsson, Ramsta. J. Henry Erikson 1 Uppsala. Thure Widlund. C. Winberg. Swen Jönsson. Enok Runefors. K. W. Skareen I motionens syfte instämma: 0. W. Stenudd. Oskar Lundgren, Wendelsberg. G. W. Hansson 1 Gårda. Magnus Bengtsson. K. M. Andersson, Milsmaden. Alfred Persson. C. Edor Anderson, Knapasjö. Josef N. Ericsson. Helge Bäcklund. E. C. Kropp. Nils Olsson i Rödningsberg. H. E. Nordström. P. J. Persson. Å. L. Johansson. J. P. Igel. K. A. Borg. J. Persson i Västervik. C. J. Ericsson, Arboga. Adolf Janson. C. Johanson, Gäre. J. AÅ. Ingvarson. Ernst Liljedahl. Carl O. Strid. Fabian Månsson. Algot Törnkvist. Å. J. Bärg. Alfred Bolander. Ol. Olsson i See. G. W. Källman. Erik Röing. Carl Sjögren. Herm. Carlson. Åug. Larsson. Nils Ohlsson. Ernst Lindley. Gustaf Johansson. Christian Ericson. Wilhelm Björck. Rob. Karlsson. Karl Kahlström. E. Ewurén. Aug. Sävström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--ak--00022.xml	Stockholm den 22 januari 1918.	Av herr Lundström m. fl., om tilläggsanslag till vissa företag, för vilka bidrag beviljats från norrländska avdiknings- anslaget.	Linus Lundström. Olof Jonsson. W. Bäckström. P. S. Hedlund. D. Viklund. Rob. Karlsson. Ivar Vennerström. Christian Ericson. Fabian Månsson. ÅA. J. Andersson. Per Norin. J. N. Svedberg. N. E-. Nilsson. K. Bergström. 0. W. Lövgren. Ing. Bergman. J. Rehn. Ant. Wikström. Ernst Hage. P. Lidström. Ol. Olsson i See. 0. W. Edbom. K. J. Karlsson. E. G. Nilsson. Carl Lindmark. P. Alb. Bäckman. Johan Olofsson. N. O. Olsson. C. J. Öberg. Ad. Wiklund. Emil Molin. Petrus Bergström. Ernst Lindley. Jan. Jansson. Sten Berglund. Gustav Johanson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--ak--00281.xml	Stockholm den 5 februari 1918.	Av herr Nylander, om skrivelse till Kungl. Maj:t an- gående utredning och förslag i fråga om åtgärder till främjande av reguliär flygtrafik.	Erik Nylander.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--fk--00084.xml	Stockholm den 26 januari 1918.	Av herr Forssman, om ändring av $ 1 i deav Kungl. Maj:t i pro- position nr 10 föreslagna allmänna grunder för krigstidstilläggs och krigstidshjälps utgående.	P. A. Forssman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1919/mot-1919--ak--00024.xml	Stockholm den 16 januari 1919.	Av herr Olsson i Ramsta mm. fl., om skrivelse till Kungl. Maj:t angdende ingripande från statens sida till för- hindrande av spel om penningar och penningars värde.	Gustaf Olsson i Ramsta. J. A. Hellberg. L. Aug. Schill.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1919/mot-1919--ak--00129.xml	Stockholm den 20 januari 1919.	Av herr Vennerström, om skrivelse till Kungl. Maj:t angående undanröjande av förefintliga bestämmelser, som hindra kvinnors tillträde till civil statstjänst på samma villkor som för män.	Ivar Vennerström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1919/mot-1919--ak--00348.xml	Stockholm den 18 mars 1919.	Av herr Hagman i Stockholm, i anledning av Kungl. Maj:ts pro- position, nr 175, med förslag till lag om ändrad lydelse av il, 2, 9 och 37 $$ i lagen den 17 juni 1916 om för- säkring för olycksfall i arbete.	Oskar Hagman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1920/mot-1920--ak--00039.xml	Stockholm den 16 januari 1920.	Av herr Lövgren i Nyborg, om anordnande av statsunderstödda bibliotek &amp; svenska handelsfartyg.	O. W. Lövgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1920/mot-1920--ak--00071.xml	Stockholm den 20 januari 1920.	Av herrar Leo och Magnusson i Tumhult, om årligt under- stöd åt e. o. stationskarlen Per Olsson Lundins änka Nilla Lundin.	Henning Leo. E. 0. Magnusson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1920/mot-1920--ak--00276.xml	Stockholm den 27 jan. 1920.	Av herrar Björklund och Vennerström, i anledning av Kungl. Maj:ts proposition, nr 12, med förslag till lag om ändrad lydelse av $$ 54 och 56 i förordningen om kommunalstyrelse i stad den 21 mars 1862.	L. A. Björklund. Ivar Vennerström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1921/mot-1921--ak--00040.xml	Stockholm den 19 januari 1921.	Av herr Borg, om dyrtidstillägg å pensionstillägg och understöd enligt lagen om allmän pensionsförsäkring samt ökning därav.	K. A. Borg.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1921/mot-1921--ak--00138.xml	Stockholm den 20 januari 1921.	Av herr Fjellman, om skrivelse till Kungl. Maj:t i fråga om åtgärder för utbetalande månatligen av statspensioner.	J. Fjellman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1921/mot-1921--fk--00157.xml	Stockholm den 31 januari 1921.	Av herr Lindhagen, angående tryckning i svensk översättning av det gamla Asiens samt den europeiska antikens vis- hetsförkunnares, filosofers och humanistiska statsmäns viktigaste skrifter.	Carl Lindhagen.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1922/mot-1922--ak--00061.xml	Stockholm den 16 januari 1922.	Av herr Granath, om årligt understöd åt vaktkonstapeln Karl Johan Johanssons änka.	P. Granath.	
