motion_path	parliament_year	false_negatives	gold_signee_count	miss_rate	coverage	true_positives	false_positives	unknown_signature_count	signature_item_count	false_negative_ids	false_negative_names	xml_predicted_ids	motion
data/1955/mot-1955--ak--00472.xml	1955	2	2	1.0	0.0	0	0	1	1	i-P8dcb8BV3PnFDCLJ87ZfqB; i-QyngumBRLxrQwrS7tZ63zu	i-P8dcb8BV3PnFDCLJ87ZfqB (Erik Nygren); i-QyngumBRLxrQwrS7tZ63zu (Henrik Munktell den yngre)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1955/mot-1955--ak--00472.xml
data/1956/mot-1956-höst-fk--00625.xml	1956	2	2	1.0	0.0	0	0	1	1	i-FoZGPWdjE7CaiMyuRthV17; i-mNZQ3wQBgCkkcFfgCUwyT	i-FoZGPWdjE7CaiMyuRthV17 (Tage Magnusson); i-mNZQ3wQBgCkkcFfgCUwyT (Ebbe Ohlsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1956/mot-1956-höst-fk--00625.xml
data/1957/mot-1957--fk--00153.xml	1957	2	2	1.0	0.0	0	1	0	1	i-HSVLs9EuZHSqQ2QS5VoFwi; i-WohT7ca1a7EZGHQCA6XaLU	i-HSVLs9EuZHSqQ2QS5VoFwi (Helmer Persson); i-WohT7ca1a7EZGHQCA6XaLU (Gunnar Öhman)	i-QvSu31FkrjuHQxA21VW3dr	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1957/mot-1957--fk--00153.xml
data/1957/mot-1957--fk--00415.xml	1957	2	2	1.0	0.0	0	3	3	6	i-N9AjjY11HAeYEZv7pS9mmC; i-VXG8kMCZePBb7hdhGDDpqG	i-N9AjjY11HAeYEZv7pS9mmC (Erik Arrhén); i-VXG8kMCZePBb7hdhGDDpqG (Emanuel Birke)	i-5P9bYmBiudN4V5HJc3cCdi; i-GFTRsNqinZi5u1Qbi8pmh8; i-mNZQ3wQBgCkkcFfgCUwyT	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1957/mot-1957--fk--00415.xml
data/1959/mot-1959--ak--00473.xml	1959	2	2	1.0	0.0	0	0	2	2	i-44swHubmDpgCef21m1ga7y; i-Kv4hUGrgspgE3ZEpZrgHtZ	i-44swHubmDpgCef21m1ga7y (Nils Stenberg); i-Kv4hUGrgspgE3ZEpZrgHtZ (Henry Allard)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1959/mot-1959--ak--00473.xml
data/1960/mot-1960--ak--00448.xml	1960	2	2	1.0	0.0	0	0	3	3	i-CkprnrTz3hpNREdKrcoiAi; i-FoZGPWdjE7CaiMyuRthV17	i-CkprnrTz3hpNREdKrcoiAi (Carl-Wilhelm Lothigius); i-FoZGPWdjE7CaiMyuRthV17 (Tage Magnusson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1960/mot-1960--ak--00448.xml
data/1961/mot-1961--fk--00666.xml	1961	2	2	1.0	0.0	0	0	1	1	i-5KLtedUJBbVCX1RZM32Fhq; i-BuoQWnUhmgcCdqGHDfNkww	i-5KLtedUJBbVCX1RZM32Fhq (Per Hilding); i-BuoQWnUhmgcCdqGHDfNkww (Per-Olof Hanson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1961/mot-1961--fk--00666.xml
data/1962/mot-1962--ak--00494.xml	1962	2	2	1.0	0.0	0	1	1	2	i-QXiGidLhFr3yVPmDxRSa4h; i-UgwyXZW5Y9UVnaeQC5yZU8	i-QXiGidLhFr3yVPmDxRSa4h (Cecilia Nettelbrandt); i-UgwyXZW5Y9UVnaeQC5yZU8 (Elias Jönsson)	i-SU3GVVoAF9WBfUSn5nRE5m	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--ak--00494.xml
data/1964/mot-1964--fk--00824.xml	1964	2	2	1.0	0.0	0	4	1	5	i-Uu3ii7QQsF5DRLG8s64oZ8; i-Ya2sXBkHdvFiAX2aAMCu84	i-Uu3ii7QQsF5DRLG8s64oZ8 (Erik Petersson); i-Ya2sXBkHdvFiAX2aAMCu84 (Bo Skårman)	i-8Lq2FtVLPjm4ZuNxycmaDK; i-CSGB7BSLWcVycgnbynHD51; i-GLno3eQa9T5zWF3tzFnibf; i-NrbxPf13DGzMk6GuWQTaKk	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--fk--00824.xml
data/1965/mot-1965--fk--00616.xml	1965	2	2	1.0	0.0	0	0	1	1	i-Enw1KHymm14HvZLXai5pNR; i-JJbUecmn3MSCSN2PV2BVLq	i-Enw1KHymm14HvZLXai5pNR (Torsten Hansson); i-JJbUecmn3MSCSN2PV2BVLq (Lars Larsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--fk--00616.xml
data/19992000/mot-19992000-AU-00270.xml	199920	2	2	1.0	0.0	0	0	2	2	i-Dt448JefoURo4sEMRH39aM; i-TEFXMjR6WsvCeeLdc2wQ82	i-Dt448JefoURo4sEMRH39aM (Lilian Virgin); i-TEFXMjR6WsvCeeLdc2wQ82 (Lennart Klockare)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-AU-00270.xml
data/1867/mot-1867--ak--00233.xml	1867	1	1	1.0	0.0	0	0	2	2	i-4ACwbbRqtvjW5TygyEQort	i-4ACwbbRqtvjW5TygyEQort (Per Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1867/mot-1867--ak--00233.xml
data/1868/mot-1868--ak--00188.xml	1868	1	1	1.0	0.0	0	0	1	1	i-QMTFCSUSN2Q2UCGk1ku63M	i-QMTFCSUSN2Q2UCGk1ku63M (Johannes Andersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1868/mot-1868--ak--00188.xml
data/1869/mot-1869--ak--00131.xml	1869	1	1	1.0	0.0	0	0	2	2	i-9mpjL7WndAk2vS1p76SEft	i-9mpjL7WndAk2vS1p76SEft (Fredrik Pettersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1869/mot-1869--ak--00131.xml
data/1869/mot-1869--ak--00197.xml	1869	1	1	1.0	0.0	0	0	0	0	i-EEpr1Cx3sBrwmNG6AU1JMZ	i-EEpr1Cx3sBrwmNG6AU1JMZ (Johan Ohlsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1869/mot-1869--ak--00197.xml
data/1870/mot-1870--ak--00144.xml	1870	1	1	1.0	0.0	0	0	2	2	i-9mpjL7WndAk2vS1p76SEft	i-9mpjL7WndAk2vS1p76SEft (Fredrik Pettersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1870/mot-1870--ak--00144.xml
data/1871/mot-1871--ak--00163.xml	1871	1	1	1.0	0.0	0	0	1	1	i-7uuUnyJ3bq5XG4rgJmW78G	i-7uuUnyJ3bq5XG4rgJmW78G (Folke Palander)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1871/mot-1871--ak--00163.xml
data/1872/mot-1872--ak--00009.xml	1872	1	1	1.0	0.0	0	0	1	1	i-BqxiGcrvRSyw7vSVD9ghzT	i-BqxiGcrvRSyw7vSVD9ghzT (Sven Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1872/mot-1872--ak--00009.xml
data/1873/mot-1873--ak--00010.xml	1873	1	1	1.0	0.0	0	0	2	2	i-M8iT3fNaEahQCDyU7KD4Xo	i-M8iT3fNaEahQCDyU7KD4Xo (Anders Persson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1873/mot-1873--ak--00010.xml
data/1873/mot-1873--ak--00039.xml	1873	1	1	1.0	0.0	0	0	2	2	i-E9wRrmWzHKZve8zXnpQf1w	i-E9wRrmWzHKZve8zXnpQf1w (Anders Johansson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1873/mot-1873--ak--00039.xml
data/1874/mot-1874--ak--00065.xml	1874	1	1	1.0	0.0	0	0	1	1	i-FxdNXf7jNvFd3tSPCRfsJN	i-FxdNXf7jNvFd3tSPCRfsJN (Johan Jönsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1874/mot-1874--ak--00065.xml
data/1874/mot-1874--ak--00171.xml	1874	1	1	1.0	0.0	0	0	1	1	i-2jDQuhvFoLEMg5TXt8wPgR	i-2jDQuhvFoLEMg5TXt8wPgR (Johannes Jonson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1874/mot-1874--ak--00171.xml
data/1875/mot-1875--fk--00044.xml	1875	1	1	1.0	0.0	0	1	0	1	i-MUyEorK3Jrs76puMnBfwJQ	i-MUyEorK3Jrs76puMnBfwJQ (Nils Samuel von Koch)	i-Csc7yC4r8hvm8juPSLyuDt	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1875/mot-1875--fk--00044.xml
data/1876/mot-1876--fk--00014.xml	1876	1	1	1.0	0.0	0	1	1	2	i-WmTdAfV5HETvBJeXjPDkNq	i-WmTdAfV5HETvBJeXjPDkNq (Axel Burenstam)	i-BWrrLCo5SxLJXHedGLLCjS	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1876/mot-1876--fk--00014.xml
data/1876/mot-1876--fk--00019.xml	1876	1	1	1.0	0.0	0	0	0	0	i-FBVyR2c9ZXHBjh2ETNQb8U	i-FBVyR2c9ZXHBjh2ETNQb8U (Leonard Nordenfelt)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1876/mot-1876--fk--00019.xml
data/1877/mot-1877--ak--00046.xml	1877	1	1	1.0	0.0	0	0	1	1	i-FxdNXf7jNvFd3tSPCRfsJN	i-FxdNXf7jNvFd3tSPCRfsJN (Johan Jönsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1877/mot-1877--ak--00046.xml
data/1877/mot-1877--ak--00094.xml	1877	1	1	1.0	0.0	0	0	1	1	i-25EEgWidbVVQMzbXZMgAXZ	i-25EEgWidbVVQMzbXZMgAXZ (Anders Lind)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1877/mot-1877--ak--00094.xml
data/1878/mot-1878--ak--00074.xml	1878	1	1	1.0	0.0	0	0	1	1	i-3ePoSaapEuMxyrxRtcXnE2	i-3ePoSaapEuMxyrxRtcXnE2 (Jöns Rundbäck)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1878/mot-1878--ak--00074.xml
data/1879/mot-1879--ak--00061.xml	1879	1	1	1.0	0.0	0	0	0	0	i-DE86LDEC7dgsNMqreAPcdK	i-DE86LDEC7dgsNMqreAPcdK (Fredrik Theodor Borg)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1879/mot-1879--ak--00061.xml
data/1879/mot-1879--ak--00080.xml	1879	1	1	1.0	0.0	0	0	1	1	i-ALf1dLQQ1zU42JvCjYwPAf	i-ALf1dLQQ1zU42JvCjYwPAf (Per Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1879/mot-1879--ak--00080.xml
data/1880/mot-1880--ak--00008.xml	1880	1	1	1.0	0.0	0	0	1	1	i-DWoRJk5rw6WHBeByBxHKMY	i-DWoRJk5rw6WHBeByBxHKMY (Anders Bengtsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1880/mot-1880--ak--00008.xml
data/1880/mot-1880--ak--00021.xml	1880	1	1	1.0	0.0	0	0	1	1	i-Eh28M5AZY2tWhNydPzRYf3	i-Eh28M5AZY2tWhNydPzRYf3 (Johan Boström)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1880/mot-1880--ak--00021.xml
data/1880/mot-1880--ak--00103.xml	1880	1	1	1.0	0.0	0	0	14	14	i-EN2Ltfa3VFVFqNbPXeanv	i-EN2Ltfa3VFVFqNbPXeanv (Sven Sjöblom)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1880/mot-1880--ak--00103.xml
data/1882/mot-1882--ak--00012.xml	1882	1	1	1.0	0.0	0	0	2	2	i-9faG75S9uS5dwmJ9GTvda1	i-9faG75S9uS5dwmJ9GTvda1 (Johan August Öberg)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1882/mot-1882--ak--00012.xml
data/1882/mot-1882--fk--00022.xml	1882	1	1	1.0	0.0	0	0	0	0	i-NjP1xjERFHKgSe8SCzjx72	i-NjP1xjERFHKgSe8SCzjx72 (Rudolf Adlersparre)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1882/mot-1882--fk--00022.xml
data/1883/mot-1883--ak--00006.xml	1883	1	1	1.0	0.0	0	0	1	1	i-YFzzFKh2NjM54cFjad2qWQ	i-YFzzFKh2NjM54cFjad2qWQ (Sven Adolf Hedlund)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1883/mot-1883--ak--00006.xml
data/1883/mot-1883--ak--00031.xml	1883	1	1	1.0	0.0	0	0	1	1	i-StedJdxnLqw4NbNmZQ7ibE	i-StedJdxnLqw4NbNmZQ7ibE (Carl Persson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1883/mot-1883--ak--00031.xml
data/1883/mot-1883--ak--00044.xml	1883	1	1	1.0	0.0	0	1	2	3	i-QNVcQXgDqnpMz9845nhFr1	i-QNVcQXgDqnpMz9845nhFr1 (Jonas Petter Nilsson)	i-3h4JLudD4ghwrTDYsHbDm4	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1883/mot-1883--ak--00044.xml
data/1884/mot-1884--ak--00015.xml	1884	1	1	1.0	0.0	0	0	1	1	i-7b4dYVJhQNDZvhFY8Qawzv	i-7b4dYVJhQNDZvhFY8Qawzv (Carl Carlson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1884/mot-1884--ak--00015.xml
data/1885/mot-1885--ak--00030.xml	1885	1	1	1.0	0.0	0	0	1	1	i-LUnWpAjcsRaRqb78mxeJ15	i-LUnWpAjcsRaRqb78mxeJ15 (Johan Anderson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1885/mot-1885--ak--00030.xml
data/1885/mot-1885--fk--00053.xml	1885	1	1	1.0	0.0	0	0	1	1	i-NFdqatonfRsGCESVshuU5V	i-NFdqatonfRsGCESVshuU5V (Johan Erik Nyström)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1885/mot-1885--fk--00053.xml
data/1886/mot-1886--fk--00007.xml	1886	1	1	1.0	0.0	0	0	1	1	i-YKcHW4nbwE58e3oApp2AGd	i-YKcHW4nbwE58e3oApp2AGd (Carl Alfred Bäckström)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1886/mot-1886--fk--00007.xml
data/1887/mot-1887-janmar-ak--00131.xml	1887	1	1	1.0	0.0	0	0	1	1	i-25EEgWidbVVQMzbXZMgAXZ	i-25EEgWidbVVQMzbXZMgAXZ (Anders Lind)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-janmar-ak--00131.xml
data/1887/mot-1887-majjul-ak--00026.xml	1887	1	1	1.0	0.0	0	0	1	1	i-M3ZXFztHLDDpAd9W9omcqs	i-M3ZXFztHLDDpAd9W9omcqs (Nils Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-majjul-ak--00026.xml
data/1891/mot-1891--ak--00184.xml	1891	1	1	1.0	0.0	0	0	1	1	i-N6Keb2NhChtqLkNGdsJVHC	i-N6Keb2NhChtqLkNGdsJVHC (Magnus Andersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00184.xml
data/1891/mot-1891--ak--00186.xml	1891	1	1	1.0	0.0	0	0	1	1	i-UoV3vX6cKBePnhvLmRZwB	i-UoV3vX6cKBePnhvLmRZwB (Mårten Dahn)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00186.xml
data/1892/mot-1892--ak--00075.xml	1892	1	1	1.0	0.0	0	0	2	2	i-RsWf3KiYWHHJuK6ijo9Gta	i-RsWf3KiYWHHJuK6ijo9Gta (Otto Redelius)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892--ak--00075.xml
data/1892/mot-1892--ak--00091.xml	1892	1	1	1.0	0.0	0	0	1	1	i-6GAocgVxQ6jiDDMLZHLu3d	i-6GAocgVxQ6jiDDMLZHLu3d (Nils Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892--ak--00091.xml
data/1892/mot-1892-urtima-fk--00002.xml	1892	1	1	1.0	0.0	0	0	1	1	i-PZo61ze3oe2bePYTHaDHM9	i-PZo61ze3oe2bePYTHaDHM9 (Claes Adolf Adelsköld)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892-urtima-fk--00002.xml
data/1893/mot-1893--ak--00126.xml	1893	1	1	1.0	0.0	0	0	1	1	i-LzAkAb8hM4738RATfMA7Wt	i-LzAkAb8hM4738RATfMA7Wt (Sven Arnoldsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00126.xml
data/1894/mot-1894--ak--00016.xml	1894	1	1	1.0	0.0	0	0	1	1	i-LUnWpAjcsRaRqb78mxeJ15	i-LUnWpAjcsRaRqb78mxeJ15 (Johan Anderson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--ak--00016.xml
data/1894/mot-1894--ak--00170.xml	1894	1	1	1.0	0.0	0	0	1	1	i-KtG9MZoKix4XYo4sC4WsUP	i-KtG9MZoKix4XYo4sC4WsUP (Johan Fredrik Rudolf Björck)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--ak--00170.xml
data/1895/mot-1895--ak--00112.xml	1895	1	1	1.0	0.0	0	0	1	1	i-SEL9qX8ssVyxUpVEo1ZveN	i-SEL9qX8ssVyxUpVEo1ZveN (Lars Eriksson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--ak--00112.xml
data/1896/mot-1896--ak--00134.xml	1896	1	1	1.0	0.0	0	0	1	1	i-J3DRDw3b8mFwSVN8fgx2DS	i-J3DRDw3b8mFwSVN8fgx2DS (Olof Erikson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00134.xml
data/1897/mot-1897--ak--00104.xml	1897	1	1	1.0	0.0	0	0	1	1	i-2gFz918CyUZkTuGwyS9VJt	i-2gFz918CyUZkTuGwyS9VJt (Harald Ström)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--ak--00104.xml
data/1897/mot-1897--fk--00018.xml	1897	1	1	1.0	0.0	0	0	1	1	i-8dhXgrUShJSTmoPcB9FfMi	i-8dhXgrUShJSTmoPcB9FfMi (Fredrik Wachtmeister)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--fk--00018.xml
data/1898/mot-1898--ak--00053.xml	1898	1	1	1.0	0.0	0	0	1	1	i-L2Qzee4DnAx8NzP6BEnAFg	i-L2Qzee4DnAx8NzP6BEnAFg (Gustaf Hazén)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00053.xml
data/1898/mot-1898--ak--00138.xml	1898	1	1	1.0	0.0	0	0	0	0	i-EpkJAsCf15osmWnpEQgYvg	i-EpkJAsCf15osmWnpEQgYvg (Wilhelm Styrlander)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00138.xml
data/1899/mot-1899--ak--00056.xml	1899	1	1	1.0	0.0	0	0	1	1	i-7qvitSSN8gQ1uzg5iwWjD9	i-7qvitSSN8gQ1uzg5iwWjD9 (Per Olsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00056.xml
data/1901/mot-1901--ak--00166.xml	1901	1	1	1.0	0.0	0	0	1	1	i-MAQEcZ126HmopwZCi53wi2	i-MAQEcZ126HmopwZCi53wi2 (Anders Gustaf Jönsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00166.xml
data/1902/mot-1902--ak--00007.xml	1902	1	1	1.0	0.0	0	1	1	2	i-9My6zQNwR987YADn41a1Q6	i-9My6zQNwR987YADn41a1Q6 (Jakob Byström)	i-E92rgqKkvM4kNk9eGmN4Vz	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00007.xml
data/1907/mot-1907--ak--00018.xml	1907	1	1	1.0	0.0	0	0	1	1	i-X43kaZ3UoFfnrYCcPKoxe9	i-X43kaZ3UoFfnrYCcPKoxe9 (Gustaf Lindgren)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--ak--00018.xml
data/1909/mot-1909--ak--00065.xml	1909	1	1	1.0	0.0	0	0	1	1	i-9My6zQNwR987YADn41a1Q6	i-9My6zQNwR987YADn41a1Q6 (Jakob Byström)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00065.xml
data/1909/mot-1909--ak--00262.xml	1909	1	1	1.0	0.0	0	0	1	1	i-BT47MSwG1gLkUPj7t1NX3R	i-BT47MSwG1gLkUPj7t1NX3R (Magnus Sundström)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00262.xml
data/1911/mot-1911--fk--00098.xml	1911	1	1	1.0	0.0	0	0	1	1	i-XLVGDGtQ7NCyXWncMFEL2t	i-XLVGDGtQ7NCyXWncMFEL2t (Johan Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--fk--00098.xml
data/1917/mot-1917--ak--00142.xml	1917	1	1	1.0	0.0	0	0	1	1	i-3ESxygPf8xSDBdUjnTaZ9K	i-3ESxygPf8xSDBdUjnTaZ9K (Johan Ingvarson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--ak--00142.xml
data/1918/mot-1918--fk--00084.xml	1918	1	1	1.0	0.0	0	0	1	1	i-7aqaEvVNyi28WZuCcDCgcz	i-7aqaEvVNyi28WZuCcDCgcz (Per Forssman)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--fk--00084.xml
data/1921/mot-1921--ak--00040.xml	1921	1	1	1.0	0.0	0	0	1	1	i-YHQFSryrbRei4Y3mNMkiWx	i-YHQFSryrbRei4Y3mNMkiWx (Karl August Borg)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1921/mot-1921--ak--00040.xml
data/1932/mot-1932--fk--00027.xml	1932	1	1	1.0	0.0	0	0	1	1	i-XLVGDGtQ7NCyXWncMFEL2t	i-XLVGDGtQ7NCyXWncMFEL2t (Johan Nilsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1932/mot-1932--fk--00027.xml
data/1939/mot-1939--ak--00325.xml	1939	1	1	1.0	0.0	0	0	1	1	i-KjXCxQFmtvPac62A2kckSm	i-KjXCxQFmtvPac62A2kckSm (Carl Gustaf Närlinge)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1939/mot-1939--ak--00325.xml
data/1942/mot-1942--ak--00369.xml	1942	1	1	1.0	0.0	0	0	1	1	i-XqKbySrEocjq4LS7n5V8UD	i-XqKbySrEocjq4LS7n5V8UD (Torsten Lundell)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--ak--00369.xml
data/1949/mot-1949--ak--00353.xml	1949	1	1	1.0	0.0	0	1	1	2	i-KibauNu6CSDswgonTZCuVD	i-KibauNu6CSDswgonTZCuVD (James Dickson)	i-TgGh4sLEipttrpG4XAgn6h	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1949/mot-1949--ak--00353.xml
data/1952/mot-1952--fk--00180.xml	1952	1	1	1.0	0.0	0	0	0	0	i-L31knc1H7Q8uzLgTZoFx7A	i-L31knc1H7Q8uzLgTZoFx7A (Åke Holmbäck)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1952/mot-1952--fk--00180.xml
data/1959/mot-1959--ak--00122.xml	1959	1	1	1.0	0.0	0	0	1	1	i-XXihiNpmHWiiceHXeDfC69	i-XXihiNpmHWiiceHXeDfC69 (Hans Wachtmeister)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1959/mot-1959--ak--00122.xml
data/198485/mot-198485--01049.xml	198485	1	1	1.0	0.0	0	0	1	1	i-HF1be62hHhvaXoZiyUz2HF	i-HF1be62hHhvaXoZiyUz2HF (John Andersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/198485/mot-198485--01049.xml
data/201415/mot-201415-NU-02749.xml	201415	1	1	1.0	0.0	0	3	0	3	i-S1jBpohzgG7cgcBjfgN1Fb	i-S1jBpohzgG7cgcBjfgN1Fb (Sten Bergheden)	i-3YAEMbZXswzuyekFnSxXSF; i-L2jZQY1rmXeXy9EGfsxUKG; i-SQtBtzxQLj4TaXXq9jLy7r	https://github.com/swerik-project/riksdagen-motions/blob/main/data/201415/mot-201415-NU-02749.xml
