csv_row	parliament_year	motion_path	exact_match	precision	recall	f1	true_positives	false_positives	false_negatives	gold_signee_count	xml_predicted_signee_count	miss_rate	coverage	extra_rate	gold_ids	xml_predicted_ids	true_positive_ids	false_positive_ids	false_negative_ids	xml_body_ids	xml_metadata_ids	body_metadata_agree	signature_item_count	unknown_signature_count	missing_who_count	non_swerik_who_values	metadata_placeholder_count	metadata_non_swerik_values	xml_read_error	motion
126	1908	data/1908/mot-1908--ak--00328.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-7PPDYGig7k4bxzbKBQKEXq	i-7PPDYGig7k4bxzbKBQKEXq	i-7PPDYGig7k4bxzbKBQKEXq			i-7PPDYGig7k4bxzbKBQKEXq		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1908/mot-1908--ak--00328.xml
127	1909	data/1909/mot-1909--ak--00064.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-7A9HqrivrCiBjzam9UZXaa	i-7A9HqrivrCiBjzam9UZXaa	i-7A9HqrivrCiBjzam9UZXaa			i-7A9HqrivrCiBjzam9UZXaa		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00064.xml
128	1909	data/1909/mot-1909--ak--00065.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-9My6zQNwR987YADn41a1Q6				i-9My6zQNwR987YADn41a1Q6			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00065.xml
129	1909	data/1909/mot-1909--ak--00262.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-BT47MSwG1gLkUPj7t1NX3R				i-BT47MSwG1gLkUPj7t1NX3R			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1909/mot-1909--ak--00262.xml
130	1910	data/1910/mot-1910--ak--00202.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf			i-XzSzFtnrtwQBSXHVwVhrCf		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1910/mot-1910--ak--00202.xml
131	1910	data/1910/mot-1910--fk--00031.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-MXmaSj4jbRgkRhwVRbwucF	i-MXmaSj4jbRgkRhwVRbwucF	i-MXmaSj4jbRgkRhwVRbwucF			i-MXmaSj4jbRgkRhwVRbwucF		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1910/mot-1910--fk--00031.xml
132	1910	data/1910/mot-1910--fk--00086.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-BmmCknnFJ7aPP89K4ZvaFq	i-BmmCknnFJ7aPP89K4ZvaFq	i-BmmCknnFJ7aPP89K4ZvaFq			i-BmmCknnFJ7aPP89K4ZvaFq		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1910/mot-1910--fk--00086.xml
133	1911	data/1911/mot-1911--ak--00088.xml	False	0.5	1.0	0.6666666666666666	1	1	0	1	2	0.0	1.0	0.5	i-2vPqRXUJK7sLEawPeFYaLa	i-2vPqRXUJK7sLEawPeFYaLa; i-8QhUhC7tghVhGLiXuQy6st	i-2vPqRXUJK7sLEawPeFYaLa	i-8QhUhC7tghVhGLiXuQy6st		i-2vPqRXUJK7sLEawPeFYaLa; i-8QhUhC7tghVhGLiXuQy6st		False	3	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--ak--00088.xml
134	1911	data/1911/mot-1911--ak--00368.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-Qe8ESiYibuKbQKH53aWPcQ	i-Qe8ESiYibuKbQKH53aWPcQ	i-Qe8ESiYibuKbQKH53aWPcQ			i-Qe8ESiYibuKbQKH53aWPcQ		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--ak--00368.xml
135	1911	data/1911/mot-1911--fk--00098.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-XLVGDGtQ7NCyXWncMFEL2t				i-XLVGDGtQ7NCyXWncMFEL2t			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1911/mot-1911--fk--00098.xml
136	1912	data/1912/mot-1912--ak--00220.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf			i-XzSzFtnrtwQBSXHVwVhrCf		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1912/mot-1912--ak--00220.xml
137	1912	data/1912/mot-1912--fk--00010.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-RtxZuFnamB5g98wKkcHcxb	i-RtxZuFnamB5g98wKkcHcxb	i-RtxZuFnamB5g98wKkcHcxb			i-RtxZuFnamB5g98wKkcHcxb		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1912/mot-1912--fk--00010.xml
138	1912	data/1912/mot-1912--fk--00110.xml	False	1.0	0.5	0.6666666666666666	1	0	1	2	1	0.5	0.5	0.0	i-BedoVVUtGhYy2ZeyUHdGDk; i-XLVGDGtQ7NCyXWncMFEL2t	i-BedoVVUtGhYy2ZeyUHdGDk	i-BedoVVUtGhYy2ZeyUHdGDk		i-XLVGDGtQ7NCyXWncMFEL2t	i-BedoVVUtGhYy2ZeyUHdGDk		False	3	2	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1912/mot-1912--fk--00110.xml
139	1913	data/1913/mot-1913--ak--00250.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf			i-XzSzFtnrtwQBSXHVwVhrCf		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1913/mot-1913--ak--00250.xml
140	1913	data/1913/mot-1913--ak--00321.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-UpAEyZaZCWs3BDdn8hsXfo	i-UpAEyZaZCWs3BDdn8hsXfo	i-UpAEyZaZCWs3BDdn8hsXfo			i-UpAEyZaZCWs3BDdn8hsXfo		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1913/mot-1913--ak--00321.xml
141	1913	data/1913/mot-1913--ak--00334.xml	False	0.75	0.75	0.75	3	1	1	4	4	0.25	0.75	0.25	i-F9ewtPwkU2RmcUUoQ6XRXa; i-JNeKaAfNo39ynSv8f8tbdu; i-KpeDiXpqmHppgJ6ygKRBep; i-Lh9kYcGDBLjeWYgViArsTT	i-F9ewtPwkU2RmcUUoQ6XRXa; i-KpeDiXpqmHppgJ6ygKRBep; i-Lh9kYcGDBLjeWYgViArsTT; i-SBCzBgSFjEvWwT8Uzo139W	i-F9ewtPwkU2RmcUUoQ6XRXa; i-KpeDiXpqmHppgJ6ygKRBep; i-Lh9kYcGDBLjeWYgViArsTT	i-SBCzBgSFjEvWwT8Uzo139W	i-JNeKaAfNo39ynSv8f8tbdu	i-F9ewtPwkU2RmcUUoQ6XRXa; i-KpeDiXpqmHppgJ6ygKRBep; i-Lh9kYcGDBLjeWYgViArsTT; i-SBCzBgSFjEvWwT8Uzo139W		False	5	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1913/mot-1913--ak--00334.xml
142	1914	data/1914/mot-1914-a-ak--00066.xml	False	1.0	0.5454545454545454	0.7058823529411765	6	0	5	11	6	0.45454545454545453	0.5454545454545454	0.0	i-3eyX9xS4WQ3JLxhqJxXaHE; i-5Pgd1MBaZKxCK4kGqXRHkQ; i-7X1urHCX2551dpKM4vtZT2; i-D9e1qBZk5bQ47d1qTpxkFS; i-GcSuPZvJtsaci7tEAyk4PJ; i-HWxc5gWNq1Au8fJe24ABtF; i-T2ePUp7uVeKir5yx9GStFh; i-T2qfd2gPbbrGjdUfD6ENGo; i-WcFxEhfmvQmsKmKrYGvvSU; i-Y36Nf5Joan9UkWc6D3L22k; i-rTJYipszwy7NHLZruxVHz	i-5Pgd1MBaZKxCK4kGqXRHkQ; i-HWxc5gWNq1Au8fJe24ABtF; i-T2ePUp7uVeKir5yx9GStFh; i-T2qfd2gPbbrGjdUfD6ENGo; i-Y36Nf5Joan9UkWc6D3L22k; i-rTJYipszwy7NHLZruxVHz	i-5Pgd1MBaZKxCK4kGqXRHkQ; i-HWxc5gWNq1Au8fJe24ABtF; i-T2ePUp7uVeKir5yx9GStFh; i-T2qfd2gPbbrGjdUfD6ENGo; i-Y36Nf5Joan9UkWc6D3L22k; i-rTJYipszwy7NHLZruxVHz		i-3eyX9xS4WQ3JLxhqJxXaHE; i-7X1urHCX2551dpKM4vtZT2; i-D9e1qBZk5bQ47d1qTpxkFS; i-GcSuPZvJtsaci7tEAyk4PJ; i-WcFxEhfmvQmsKmKrYGvvSU	i-5Pgd1MBaZKxCK4kGqXRHkQ; i-HWxc5gWNq1Au8fJe24ABtF; i-T2ePUp7uVeKir5yx9GStFh; i-T2qfd2gPbbrGjdUfD6ENGo; i-Y36Nf5Joan9UkWc6D3L22k; i-rTJYipszwy7NHLZruxVHz		False	11	5	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1914/mot-1914-a-ak--00066.xml
143	1914	data/1914/mot-1914-b-ak--00039.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-HEp8a6QirbXWudq8pjbqYn	i-HEp8a6QirbXWudq8pjbqYn	i-HEp8a6QirbXWudq8pjbqYn			i-HEp8a6QirbXWudq8pjbqYn		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1914/mot-1914-b-ak--00039.xml
144	1914	data/1914/mot-1914-b-ak--00269.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf	i-XzSzFtnrtwQBSXHVwVhrCf			i-XzSzFtnrtwQBSXHVwVhrCf		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1914/mot-1914-b-ak--00269.xml
145	1915	data/1915/mot-1915--ak--00086.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-UoT7tDJiDZGv2bnee2eeYm	i-UoT7tDJiDZGv2bnee2eeYm	i-UoT7tDJiDZGv2bnee2eeYm			i-UoT7tDJiDZGv2bnee2eeYm		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1915/mot-1915--ak--00086.xml
146	1915	data/1915/mot-1915--ak--00245.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-9iqLBgdAYEoR244dkazyYj; i-PoEnkqgRthqgybjNd47ZwU	i-9iqLBgdAYEoR244dkazyYj; i-PoEnkqgRthqgybjNd47ZwU	i-9iqLBgdAYEoR244dkazyYj; i-PoEnkqgRthqgybjNd47ZwU			i-9iqLBgdAYEoR244dkazyYj; i-PoEnkqgRthqgybjNd47ZwU		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1915/mot-1915--ak--00245.xml
147	1915	data/1915/mot-1915--fk--00080.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-B8NxNnu1t7iC4QAwR3ccxG	i-B8NxNnu1t7iC4QAwR3ccxG	i-B8NxNnu1t7iC4QAwR3ccxG			i-B8NxNnu1t7iC4QAwR3ccxG		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1915/mot-1915--fk--00080.xml
148	1916	data/1916/mot-1916--ak--00013.xml	False	1.0	0.5	0.6666666666666666	1	0	1	2	1	0.5	0.5	0.0	i-DxLwWYaykm3cqWP9bLmY7Y; i-Rouy7d9ZiNkiBXQ6AyWuoA	i-Rouy7d9ZiNkiBXQ6AyWuoA	i-Rouy7d9ZiNkiBXQ6AyWuoA		i-DxLwWYaykm3cqWP9bLmY7Y	i-Rouy7d9ZiNkiBXQ6AyWuoA		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1916/mot-1916--ak--00013.xml
149	1916	data/1916/mot-1916--ak--00071.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-4LP6HUMuDi6jwv5MgHWALJ	i-4LP6HUMuDi6jwv5MgHWALJ	i-4LP6HUMuDi6jwv5MgHWALJ			i-4LP6HUMuDi6jwv5MgHWALJ		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1916/mot-1916--ak--00071.xml
150	1916	data/1916/mot-1916--ak--00270.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-LAeBbuwZ1Sak1HWNkZ6dVr	i-LAeBbuwZ1Sak1HWNkZ6dVr	i-LAeBbuwZ1Sak1HWNkZ6dVr			i-LAeBbuwZ1Sak1HWNkZ6dVr		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1916/mot-1916--ak--00270.xml
151	1917	data/1917/mot-1917--ak--00142.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-3ESxygPf8xSDBdUjnTaZ9K				i-3ESxygPf8xSDBdUjnTaZ9K			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--ak--00142.xml
152	1917	data/1917/mot-1917--ak--00404.xml	False	1.0	0.04918032786885246	0.09375	3	0	58	61	3	0.9508196721311475	0.04918032786885246	0.0	i-2M1688NA1hxdZmbJwUTnhY; i-2gBVxM8igvS4RQ1T5GE8Qp; i-33NyqMNjzDHeZyWFbFruFj; i-3DLEKns8xgJB66t2ZrR5T6; i-3ESxygPf8xSDBdUjnTaZ9K; i-3R7qLxY2CURc4oEqo2xMKC; i-3RnD8T9ms8CZMMrYjFAoRU; i-3XFieHvCxpEc9aqT4qbsAD; i-3eyX9xS4WQ3JLxhqJxXaHE; i-3pe1JKqvmq7PaBnw7PEhXT; i-4LP6HUMuDi6jwv5MgHWALJ; i-4QcyAodakKRLpdzzJ62KBg; i-4n1jVeXSASHcu8otmsgFaZ; i-51Z8nc68zSRytuD4EvZmvK; i-5FVdMDpYqfd1DagjigQmtP; i-5VLeRuY2ZxCANAfXVjtfFZ; i-6cxJS4uq1DWpkPMe1L6f36; i-6jHY7AkggFseY8T6gjqU21; i-6sN96xLz1oU7eeLsHhdGvq; i-7T7anLoEaCUNaqBzA2gJY6; i-7obXNCmoo5c3sVuUBAurF8; i-9cYsFuLsrAUioQXvcyUNgJ; i-Au5MnYkbRDPQPetSRettaC; i-C1dumaUjqTgW3QkeLTYGVm; i-DG6BXgx8UjAtTaWFXph2np; i-DHjzH9jnTayyfbJeUy4jsg; i-DVBTR4FnJMy9pff8g7tptN; i-DZFQeFBsFcs9N6uxCPxEWg; i-EEgp39w6M66SH9dRdqEEBo; i-EGzvssMCtUmig8cQyyyXqu; i-FDVfwmP4JrDHZEsdcS6SN; i-FMmERwnYXRjNZmhsggDb2Y; i-GjPDKQNUpvhz9Z34ZyCJCt; i-H2YZQmoQ41fcenx4fVKTwc; i-HDHXUmj1pQK4Aot3piEBBF; i-HxFVoLNmcLN3NF2EPWuWS2; i-K2CCfv9yeMy3FtZnJC2wDV; i-K9K6z4qua1txgL1jVaSy3a; i-Lh9kYcGDBLjeWYgViArsTT; i-MayVboVGayNDk8VkKpWKZY; i-N7sVTEwk6zFPbv53NfRyWt; i-NZRf7Xd1VhfbXox6hjDxr3; i-P3dC4LeKcDypuSdFykN44g; i-Pbij6TKUQNgsAiAxKYBqQ9; i-PiZWNcMn9w8S8gkcHTk71v; i-PxdF4uP1ZyUrjC1bJMn4iY; i-QxtcAkdsi14cChCzDiXJXh; i-SWJsb6nFW5PbETUc9Y6Hur; i-SZzXscFnNwKdCaVKm1W5au; i-TinjVHybdUQSFE1ugBX4dP; i-TjuPSYKkx95qCszBSy7x54; i-Uze1pHGQvFL91JzrhcG7dj; i-VENfM3q4bHioaeyrNfV9F4; i-VERe5A9b1TFJrDcWXgFBCj; i-ViqdoaJZjEkNmETR2XoKpB; i-VjJjJLsLvPRb56Nkzz4Ghv; i-VtEQ8SVLoatCxVAtXfHKdk; i-WEQD8hgUpQwg9GBpzPS913; i-WsSYRNyvrHGqpbtNPRGG1m; i-Y36Nf5Joan9UkWc6D3L22k; i-YHQFSryrbRei4Y3mNMkiWx	i-5VLeRuY2ZxCANAfXVjtfFZ; i-FMmERwnYXRjNZmhsggDb2Y; i-N7sVTEwk6zFPbv53NfRyWt	i-5VLeRuY2ZxCANAfXVjtfFZ; i-FMmERwnYXRjNZmhsggDb2Y; i-N7sVTEwk6zFPbv53NfRyWt		i-2M1688NA1hxdZmbJwUTnhY; i-2gBVxM8igvS4RQ1T5GE8Qp; i-33NyqMNjzDHeZyWFbFruFj; i-3DLEKns8xgJB66t2ZrR5T6; i-3ESxygPf8xSDBdUjnTaZ9K; i-3R7qLxY2CURc4oEqo2xMKC; i-3RnD8T9ms8CZMMrYjFAoRU; i-3XFieHvCxpEc9aqT4qbsAD; i-3eyX9xS4WQ3JLxhqJxXaHE; i-3pe1JKqvmq7PaBnw7PEhXT; i-4LP6HUMuDi6jwv5MgHWALJ; i-4QcyAodakKRLpdzzJ62KBg; i-4n1jVeXSASHcu8otmsgFaZ; i-51Z8nc68zSRytuD4EvZmvK; i-5FVdMDpYqfd1DagjigQmtP; i-6cxJS4uq1DWpkPMe1L6f36; i-6jHY7AkggFseY8T6gjqU21; i-6sN96xLz1oU7eeLsHhdGvq; i-7T7anLoEaCUNaqBzA2gJY6; i-7obXNCmoo5c3sVuUBAurF8; i-9cYsFuLsrAUioQXvcyUNgJ; i-Au5MnYkbRDPQPetSRettaC; i-C1dumaUjqTgW3QkeLTYGVm; i-DG6BXgx8UjAtTaWFXph2np; i-DHjzH9jnTayyfbJeUy4jsg; i-DVBTR4FnJMy9pff8g7tptN; i-DZFQeFBsFcs9N6uxCPxEWg; i-EEgp39w6M66SH9dRdqEEBo; i-EGzvssMCtUmig8cQyyyXqu; i-FDVfwmP4JrDHZEsdcS6SN; i-GjPDKQNUpvhz9Z34ZyCJCt; i-H2YZQmoQ41fcenx4fVKTwc; i-HDHXUmj1pQK4Aot3piEBBF; i-HxFVoLNmcLN3NF2EPWuWS2; i-K2CCfv9yeMy3FtZnJC2wDV; i-K9K6z4qua1txgL1jVaSy3a; i-Lh9kYcGDBLjeWYgViArsTT; i-MayVboVGayNDk8VkKpWKZY; i-NZRf7Xd1VhfbXox6hjDxr3; i-P3dC4LeKcDypuSdFykN44g; i-Pbij6TKUQNgsAiAxKYBqQ9; i-PiZWNcMn9w8S8gkcHTk71v; i-PxdF4uP1ZyUrjC1bJMn4iY; i-QxtcAkdsi14cChCzDiXJXh; i-SWJsb6nFW5PbETUc9Y6Hur; i-SZzXscFnNwKdCaVKm1W5au; i-TinjVHybdUQSFE1ugBX4dP; i-TjuPSYKkx95qCszBSy7x54; i-Uze1pHGQvFL91JzrhcG7dj; i-VENfM3q4bHioaeyrNfV9F4; i-VERe5A9b1TFJrDcWXgFBCj; i-ViqdoaJZjEkNmETR2XoKpB; i-VjJjJLsLvPRb56Nkzz4Ghv; i-VtEQ8SVLoatCxVAtXfHKdk; i-WEQD8hgUpQwg9GBpzPS913; i-WsSYRNyvrHGqpbtNPRGG1m; i-Y36Nf5Joan9UkWc6D3L22k; i-YHQFSryrbRei4Y3mNMkiWx	i-5VLeRuY2ZxCANAfXVjtfFZ; i-FMmERwnYXRjNZmhsggDb2Y; i-N7sVTEwk6zFPbv53NfRyWt		False	12	9	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--ak--00404.xml
153	1917	data/1917/mot-1917--fk--00018.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-Xk2ZY1AVkT44C7mHKMPyhE	i-Xk2ZY1AVkT44C7mHKMPyhE	i-Xk2ZY1AVkT44C7mHKMPyhE			i-Xk2ZY1AVkT44C7mHKMPyhE		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1917/mot-1917--fk--00018.xml
154	1918	data/1918/mot-1918--ak--00022.xml	False	1.0	0.25	0.4	9	0	27	36	9	0.75	0.25	0.0	i-3139LqaoEDPArxpLRyxXT8; i-33NyqMNjzDHeZyWFbFruFj; i-3DLEKns8xgJB66t2ZrR5T6; i-4n1jVeXSASHcu8otmsgFaZ; i-5FVdMDpYqfd1DagjigQmtP; i-5VLeRuY2ZxCANAfXVjtfFZ; i-68jMa5pY6MfnhKzmEFaxtd; i-6sN96xLz1oU7eeLsHhdGvq; i-7T7anLoEaCUNaqBzA2gJY6; i-9vaPeJXzHNY4GewzmyfoX1; i-AuDFSNHXg72pSatxXN4KsX; i-DAH7HE7hyooQ6Npv1s89cz; i-EEgp39w6M66SH9dRdqEEBo; i-EfAM5G3DJEfvAmPswNVe8G; i-FDVfwmP4JrDHZEsdcS6SN; i-FMmERwnYXRjNZmhsggDb2Y; i-Fwtr41iSkotzGb54DXogUy; i-GUQT4NRF9jHSr6mxy1pdd1; i-HRHmpWFqQQ3m7SzQAG7rH2; i-JC4yT43VjuXRRqfGmkRoTB; i-JdC8fmaurdMQcePeV6vVug; i-MJL89J5NnS7c2Vx7JY9Uga; i-MayVboVGayNDk8VkKpWKZY; i-PkDNy9bEbEnW9xaNKSjppw; i-RZvCDDC9zwyuV3rH48onze; i-TYpddiX12HJSyT4ZVp2VpB; i-TinjVHybdUQSFE1ugBX4dP; i-VtEQ8SVLoatCxVAtXfHKdk; i-WEQD8hgUpQwg9GBpzPS913; i-WzXyAHxnTgrbooSGfnLneN; i-X9CKrvcskCx1d456DMZZSv; i-XFEhRzCFQQDP2ss1U1FZYV; i-XQDnBCoJiibzSPLTXopxxL; i-XnS7fqeXfiQQG94B2iCtBm; i-Xnfdsoak1nYgytrHECpTyA; i-XsqTLM8XkrWMMmESz97Mak	i-3DLEKns8xgJB66t2ZrR5T6; i-5VLeRuY2ZxCANAfXVjtfFZ; i-DAH7HE7hyooQ6Npv1s89cz; i-HRHmpWFqQQ3m7SzQAG7rH2; i-JC4yT43VjuXRRqfGmkRoTB; i-MayVboVGayNDk8VkKpWKZY; i-PkDNy9bEbEnW9xaNKSjppw; i-VtEQ8SVLoatCxVAtXfHKdk; i-Xnfdsoak1nYgytrHECpTyA	i-3DLEKns8xgJB66t2ZrR5T6; i-5VLeRuY2ZxCANAfXVjtfFZ; i-DAH7HE7hyooQ6Npv1s89cz; i-HRHmpWFqQQ3m7SzQAG7rH2; i-JC4yT43VjuXRRqfGmkRoTB; i-MayVboVGayNDk8VkKpWKZY; i-PkDNy9bEbEnW9xaNKSjppw; i-VtEQ8SVLoatCxVAtXfHKdk; i-Xnfdsoak1nYgytrHECpTyA		i-3139LqaoEDPArxpLRyxXT8; i-33NyqMNjzDHeZyWFbFruFj; i-4n1jVeXSASHcu8otmsgFaZ; i-5FVdMDpYqfd1DagjigQmtP; i-68jMa5pY6MfnhKzmEFaxtd; i-6sN96xLz1oU7eeLsHhdGvq; i-7T7anLoEaCUNaqBzA2gJY6; i-9vaPeJXzHNY4GewzmyfoX1; i-AuDFSNHXg72pSatxXN4KsX; i-EEgp39w6M66SH9dRdqEEBo; i-EfAM5G3DJEfvAmPswNVe8G; i-FDVfwmP4JrDHZEsdcS6SN; i-FMmERwnYXRjNZmhsggDb2Y; i-Fwtr41iSkotzGb54DXogUy; i-GUQT4NRF9jHSr6mxy1pdd1; i-JdC8fmaurdMQcePeV6vVug; i-MJL89J5NnS7c2Vx7JY9Uga; i-RZvCDDC9zwyuV3rH48onze; i-TYpddiX12HJSyT4ZVp2VpB; i-TinjVHybdUQSFE1ugBX4dP; i-WEQD8hgUpQwg9GBpzPS913; i-WzXyAHxnTgrbooSGfnLneN; i-X9CKrvcskCx1d456DMZZSv; i-XFEhRzCFQQDP2ss1U1FZYV; i-XQDnBCoJiibzSPLTXopxxL; i-XnS7fqeXfiQQG94B2iCtBm; i-XsqTLM8XkrWMMmESz97Mak	i-3DLEKns8xgJB66t2ZrR5T6; i-5VLeRuY2ZxCANAfXVjtfFZ; i-DAH7HE7hyooQ6Npv1s89cz; i-HRHmpWFqQQ3m7SzQAG7rH2; i-JC4yT43VjuXRRqfGmkRoTB; i-MayVboVGayNDk8VkKpWKZY; i-PkDNy9bEbEnW9xaNKSjppw; i-VtEQ8SVLoatCxVAtXfHKdk; i-Xnfdsoak1nYgytrHECpTyA		False	12	3	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--ak--00022.xml
155	1918	data/1918/mot-1918--ak--00281.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-8e97Z8CH9cGtDJXCnfJMMg	i-8e97Z8CH9cGtDJXCnfJMMg	i-8e97Z8CH9cGtDJXCnfJMMg			i-8e97Z8CH9cGtDJXCnfJMMg		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--ak--00281.xml
156	1918	data/1918/mot-1918--fk--00084.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-7aqaEvVNyi28WZuCcDCgcz				i-7aqaEvVNyi28WZuCcDCgcz			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1918/mot-1918--fk--00084.xml
157	1919	data/1919/mot-1919--ak--00024.xml	False	1.0	0.6666666666666666	0.8	2	0	1	3	2	0.3333333333333333	0.6666666666666666	0.0	i-2TbJKggFihcEZWLdGpj6Qa; i-C1dumaUjqTgW3QkeLTYGVm; i-PXVtfQzPwWBTqU2ztfXAEr	i-2TbJKggFihcEZWLdGpj6Qa; i-PXVtfQzPwWBTqU2ztfXAEr	i-2TbJKggFihcEZWLdGpj6Qa; i-PXVtfQzPwWBTqU2ztfXAEr		i-C1dumaUjqTgW3QkeLTYGVm	i-2TbJKggFihcEZWLdGpj6Qa; i-PXVtfQzPwWBTqU2ztfXAEr		False	3	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1919/mot-1919--ak--00024.xml
158	1919	data/1919/mot-1919--ak--00129.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-JC4yT43VjuXRRqfGmkRoTB	i-JC4yT43VjuXRRqfGmkRoTB	i-JC4yT43VjuXRRqfGmkRoTB			i-JC4yT43VjuXRRqfGmkRoTB		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1919/mot-1919--ak--00129.xml
159	1919	data/1919/mot-1919--ak--00348.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-RC4riwk1gZvGGkUqkfM15y	i-RC4riwk1gZvGGkUqkfM15y	i-RC4riwk1gZvGGkUqkfM15y			i-RC4riwk1gZvGGkUqkfM15y		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1919/mot-1919--ak--00348.xml
