motion	parliament_year	chamber	annotation	most_probable_line	lev	wer	cer
data/1898/mot-1898--fk--00038.xml	1898	fk	samhällsklasser till en gåfva åt Konungen. Med ädel tankegång anslog	 samhällsklasser till en gåfva åt Konungen. Med ädel tankegång anslog	0	0.0	0.0
data/1898/mot-1898--fk--00038.xml	1898	fk	bekämpade af lungtuberkolosen hos menniskor, denna fruktansvärda	bekämpande af lungtuberkulosen hos menniskor, denna fruktansvärda	2	0.2857142984867096	0.03125
data/1898/mot-1898--fk--00038.xml	1898	fk	i synnerhet bland de i pekuniärt hänseende minst gynnande folkklasserna	 i synnerhet bland de i pekuniärt hänseende minst gynnade folkklasserna 	1	0.10000000149011612	0.014084507042253521
data/1899/mot-1899--ak--00033.xml	1899	ak	slog konstitutionsutskottet sista lördagen i september månad som gemensam	 slog konstitutionsutskottet sista lördagen i september månad som gemensam	0	0.0	0.0
data/1899/mot-1899--ak--00033.xml	1899	ak	besvär öfver verkstälda val i flera fall måhända ej skulle hinna afgöras	 besvär öfver verkstälda val i flera fall måhända ej skulle hinna afgöras	0	0.0	0.0
data/1899/mot-1899--ak--00033.xml	1899	ak	Då det af frågans föregående behandling visat sig, att det är svårt	 Då det af frågans föregående behandling visat sig, att det är svårt	0	0.0	0.0
data/1899/mot-1899--ak--00116.xml	1899	ak	jordbitar, som ligga intill de stycken man förut har, för att på sådant	 jordbitar, som ligga intill de stycken man förut har, för att på sådant	0	0.0	0.0
data/1899/mot-1899--ak--00116.xml	1899	ak	brukningsdelarne större och bättre sammanförda än hvad de förut äro.	 brukningsdelarne större och bättre sammanförda än hvad de förut äro.	0	0.0	0.0
data/1899/mot-1899--ak--00116.xml	1899	ak	kan vara teoretiskt rigtig, men i praktiken stöter man dock på dels den	 kan vara teoretiskt rigtig, men i praktiken stöter man dock på dels den	0	0.0	0.0
data/1899/mot-1899--ak--00223.xml	1899	ak	värdefulla erfarenhet, en justitieombudsman under en genom Riksdagens	 värdefulla erfarenhet, en justitieombudsman under en genom Riksdagens	0	0.0	0.0
data/1899/mot-1899--ak--00223.xml	1899	ak	för ofta inträffande ombyte af justieombudsman, låge det nära till hands	för ofta inträffande ombyte af justiticombudsman, låge det nära till hand	4	0.1818181872367859	0.05555555555555555
data/1899/mot-1899--ak--00223.xml	1899	ak	förteckning öfver de personer, hvilka sedan justitieombudsmannainstitutio-	förteckning öfver de personer, hvilka sedan justitiecombudsmannainstitutio-	1	0.1428571492433548	0.013513513513513514
data/1899/mot-1899--fk--00018.xml	1899	fk	Det å statens gevärsfaktori nedlagda kostnader skola, äfven med en	 De å statens gevärsfaktori nedlagda kostnader skola, äfven med en 	1	0.10000000149011612	0.015151515151515152
data/1899/mot-1899--fk--00018.xml	1899	fk	Tider kunna komma - må de vara långt aflägsna - då man djupt	 Tider kunna komma — må de vara långt aflägsna — då man djupt	2	0.1538461595773697	0.03333333333333333
data/1899/mot-1899--fk--00018.xml	1899	fk	dels ock derutöfver 1,565,250 kronor,	 dels ock derutöfver 1,565,250 kronor,	0	0.0	0.0
data/1899/mot-1899--fk--00029.xml	1899	fk	Kronor. Kronor. Kronor.	 Kronor. Kronor. Kronor.	0	0.0	0.0
data/1899/mot-1899--fk--00029.xml	1899	fk	1887 18,450,747 13,209,176 5,200,000	. ov 18,450,747 13,209,176 5,200,000 	4	0.4000000059604645	0.1111111111111111
data/1899/mot-1899--fk--00029.xml	1899	fk	Enligt äldre och alltjemt gällande stadganden skall skilnaden mellan	 Enligt äldre och alltjemt gällande stadganden skall skilnaden mellan	0	0.0	0.0
data/1899/mot-1899--fk--00035.xml	1899	fk	§ 17 grufvestadgan	 $ 17 grufvestadgan	1	0.3333333432674408	0.05555555555555555
data/1899/mot-1899--fk--00035.xml	1899	fk	innevarande är aflåtna proposition n:o 50 öfverlemnade förslag till lag	 innevarande år aflåtna proposition n:o 50 öfverlemnade förslag till lag	1	0.10000000149011612	0.014084507042253521
data/1899/mot-1899--fk--00035.xml	1899	fk	»Å annan kronojord skall inmutaren njuta jordegareandelen till godo	 »Å annan kronojord skall inmutaren njuta jordegareandelen till godo	0	0.0	0.0
data/1900/mot-1900--ak--00001.xml	1900	ak	1881 års Riksdag: »Det är just den hufvudsakliga bristen i den rätts-	 1881 års Riksdag: »Det är just den hufvudsakliga bristen i den rätts-	0	0.0	0.0
data/1900/mot-1900--ak--00001.xml	1900	ak	»En hvar, som gjort sig förtrogen med äldre tiders lagstiftning i	 »En hvar, som gjort sig förtrogen med äldre tiders lagstiftning i	0	0.0	0.0
data/1900/mot-1900--ak--00001.xml	1900	ak	det papper, hvarpå den är skrifven, och den stämpel, hvarmed den är	 det papper, hvarpå den är skrifven, och den stämpel, hvarmed den är	0	0.0	0.0
data/1900/mot-1900--ak--00031.xml	1900	ak	trakt, men på denna sin billiga begäran fått afslag.	 trakt, men på denna sin billiga begäran fått afslag.	0	0.0	0.0
data/1900/mot-1900--ak--00031.xml	1900	ak	har ringaste utsigt att på annat håll vinna anställning, vågar söka en så	 har ringaste utsigt att på annat håll vinna anställning, vågar söka en så	0	0.0	0.0
data/1900/mot-1900--ak--00031.xml	1900	ak	skogarne i riket, att densamma bringans i full öfverens-	 skogarne i riket, att densamma bringas i full öfverens- 	1	0.1111111119389534	0.017857142857142856
data/1900/mot-1900--ak--00152.xml	1900	ak	sålunda valde inkallades två arbetare samt en representant för arbetare-	 sålunda valde inkallades två arbetare samt en representant för arbetare-	0	0.0	0.0
data/1900/mot-1900--ak--00152.xml	1900	ak	anbud och efterfrågan af arbetskraft i olika brancher. Om man också	 anbud och efterfrågan af arbetskraft i olika brancher. Om man också	0	0.0	0.0
data/1900/mot-1900--ak--00152.xml	1900	ak	bör dock så vidt möjligt en utjemning åvägabringas genom att anvisa	 bör dock så vidt möjligt en utjemning åvägabringas genom att anvisa	0	0.0	0.0
data/1900/mot-1900--fk--00021.xml	1900	fk	Egendomen n:o 77 Drottninggatan (å köpe-	 Egendomen n:o 77 Drottninggatan (å köpe-	0	0.0	0.0
data/1900/mot-1900--fk--00021.xml	1900	fk	Egendomen n:o 79 Drottninggatan (å köpe-	 Egendomen n:o 79 Drottninggatan (å köpe-	0	0.0	0.0
data/1900/mot-1900--fk--00021.xml	1900	fk	Obetalade räkningar 34,421: 67 34,235: 71	knlöDar..:.m.s smsa 34,421: 67 34,235: 71 	18	0.3333333432674408	0.43902439024390244
data/1900/mot-1900--fk--00024.xml	1900	fk	malspårig jernväg i inre, skyddadt, vestligt läge från jernvägsknuten vid	 malspårig jernväg i inre, skyddadt, vestligt läge från jernvägsknuten vid	0	0.0	0.0
data/1900/mot-1900--fk--00024.xml	1900	fk	hvarje angripande öfvermägtig fiende utan allt för stor svårighet kan inkräkta	 hvarje angripande öfvermägtig fiende utan allt för stor svårighet kan inkräkta	0	0.0	0.0
data/1900/mot-1900--fk--00024.xml	1900	fk	Tanken på denna inre militärväg, hvars nödvändighet fackmännen utan	 Tanken på denna inre militärväg, hvars nödvändighet fackmännen utan	0	0.0	0.0
data/1900/mot-1900--fk--00031.xml	1900	fk	af understöd, helt och hållet går miste om sin påräknade årliga inkomst.	 af understöd, helt och hållet går miste om sin påräknade årliga inkomst.	0	0.0	0.0
data/1900/mot-1900--fk--00031.xml	1900	fk	allra största försigtighet, med både förutseende och noggrannhet, inne-	 allra största försigtighet, med både förutseende och noggrannhet, inne-	0	0.0	0.0
data/1900/mot-1900--fk--00031.xml	1900	fk	blifva beroende af anstaltens vederhäftighet. Att så långt i förväg kunna	 blifva beroende af anstaltens vederhäftighet. Att så långti förväg kunna 	1	0.20000000298023224	0.0136986301369863
data/1901/mot-1901--ak--00016.xml	1901	ak	dels ock i anledning af den för det närvarande omåttligt uppdrifna kostnaden	 dels ock i anledning af den för det närvarande omåttligt uppdrifna kostnaden	0	0.0	0.0
data/1901/mot-1901--ak--00016.xml	1901	ak	mot det att han åtoge sig eldning, städning m. m. i sagda lokal, och skulle	mot det att han åtoge sig. eldning, städning m. m. i sagda lokal, och skulle	1	0.06666667014360428	0.013333333333333334
data/1901/mot-1901--ak--00016.xml	1901	ak	A. Sundberg.	 A. Sundberg.	0	0.0	0.0
data/1901/mot-1901--ak--00044.xml	1901	ak	deras önskningar. Bland de senare förekommer följande önskemål, att	 deras önskningar. Bland de senare förekommer följande önskemål, att	0	0.0	0.0
data/1901/mot-1901--ak--00044.xml	1901	ak	klassen af beväringsmanskapet för år 1813, eller de år 1792 födde, skulle	 klassen af beväringsmanskapet för år 1813, eller de år 1792 födde, skulle	0	0.0	0.0
data/1901/mot-1901--ak--00044.xml	1901	ak	tecknar Kongl. Maj:t vårt försvar, efter det nyss fattade riksdagsbeslutet om	 tecknar Kongl. Maj:t vårt försvar, efter det nyss fattade riksdagsbeslutet om	0	0.0	0.0
data/1901/mot-1901--ak--00094.xml	1901	ak	Med stöd af hvad jag sålunda anfört, för jag hemställa,	 Med stöd af hvad jag sålunda anfört, får jag hemställa,	1	0.10000000149011612	0.01818181818181818
data/1901/mot-1901--ak--00094.xml	1901	ak	att Riksdagen för upprättande af en regelbunden	 att Riksdagen för upprättande af en regelbunden	0	0.0	0.0
data/1901/mot-1901--ak--00094.xml	1901	ak	vägsstyrelsens kontroll.	 vägsstyrelsens kontroll.	0	0.0	0.0
data/1901/mot-1901--fk--00012.xml	1901	fk	juni 1877. Frey Bogren.»	 juni 1877. Frey Bogren.»	0	0.0	0.0
data/1901/mot-1901--fk--00012.xml	1901	fk	Härefter hade domhafvanden utsatt denna dag till den äskade ran-	 Härefter hade domhafvanden utsatt denna dag till den äskade ran-	0	0.0	0.0
data/1901/mot-1901--fk--00012.xml	1901	fk	gifvande att de ville i målet föra talan, den förre i egenskap af allmän	 gifvande att de ville i målet föra talan, den förre i egenskap af allmän	0	0.0	0.0
data/1901/mot-1901--fk--00013.xml	1901	fk	ner, efterforskat kommunikations-vägar eller insamlat underrättelser rö-	 ner, efterforskat kommunikations-vägar eller insamlat underrättelser rö-	0	0.0	0.0
data/1901/mot-1901--fk--00013.xml	1901	fk	regering, lärer man äfven ha gjort processen kort med de spioner, som	 regering, lärer man äfven ha gjort processen kort med de spioner, som	0	0.0	0.0
data/1901/mot-1901--fk--00013.xml	1901	fk	åberopa bestämda lagbud till stöd får åtgärder, som eljest kunde anses	åberopa bestämda lagbud till: stöd för åtgärder, som eljest kunde anses	2	0.1818181872367859	0.02857142857142857
data/1901/mot-1901--fk--00030.xml	1901	fk	Åberopande min denna dag väckta motion angående förändringar i	Åberopande min detina dag väckta motion angående förändringar i	2	0.1111111119389534	0.03225806451612903
data/1901/mot-1901--fk--00030.xml	1901	fk	lagen för Sveriges riksbank m. m. och den vid sagda motion fogade pro-	lagen för- Sveriges riksbank 'm. m. och den vid sagda motion fogade pro	3	0.23076923191547394	0.04285714285714286
data/1901/mot-1901--fk--00030.xml	1901	fk	A. F. O. Cederberg.	 A. F. O. Cederberg 	1	0.25	0.05263157894736842
data/1902/mot-1902--ak--00012.xml	1902	ak	nes såväl som arbetarnes båtnad, är tillverkningen af maskiner och andra	 neg såväl som arbetarnes båtnad, är tillverkningen af maskiner och andra	1	0.09090909361839294	0.013888888888888888
data/1902/mot-1902--ak--00012.xml	1902	ak	I detta afseende äro särskildt yrkesinspektörens i södra distriktet uttalan-	 I detta afseende äro särskildt yrkesinspektörens i södra distriktet uttalan-	0	0.0	0.0
data/1902/mot-1902--ak--00012.xml	1902	ak	försedda med lagstadgade skyddsanordningar, i stället för att, såsom nu	 försedda med lagstadgade skyddsanordningar, i stället för att, såsom nu	0	0.0	0.0
data/1902/mot-1902--ak--00108.xml	1902	ak	land och folk, hvilken börda dock ovedersägligen hårdast drabbar den	 land och folk, hvilken börda dock ovedersägligen hårdast drabbar den	0	0.0	0.0
data/1902/mot-1902--ak--00108.xml	1902	ak	på 4 år med en dagaflöning af 20 öre under den så kallade rekrytskolan	 på 4 år med en dagaflöning af 20 öre under den så kallade rekrytskolan	0	0.0	0.0
data/1902/mot-1902--ak--00108.xml	1902	ak	forna dagars aflötningssätt, så kallad tobaksskilling, om man jemför pen-	 forna dagars aflöningssätt, så kallad tobaksskilling, om man jemför pen- 	1	0.10000000149011612	0.0136986301369863
data/1902/mot-1902--ak--00197.xml	1902	ak	dig, välfrejdad och bosatt, d. v. s. mantalsskrifven inom kommunen, äf-	 dig, välfrejdad och bosatt, d. v. s. mantalsskrifven inom kommunen, äf-	0	0.0	0.0
data/1902/mot-1902--ak--00197.xml	1902	ak	framtiden skulle få ökad betydelse. Ett sådant befästande torde lämpligen	 framtiden skulle få ökad betydelse. Ett sådant befästande torde lämpligen	0	0.0	0.0
data/1902/mot-1902--ak--00197.xml	1902	ak	Riksdagen måtte i skrifvelse till Kongl. Maj:t anhålla om utarbetande och	 Riksdagen måtte i skrifvelse till Kongl. Maj:t anhålla om utarbetande och	0	0.0	0.0
data/1902/mot-1902--fk--00012.xml	1902	fk	Sachsen-Meiningens statsskogar under nedanstående år.	 Sachsen-Meiningens statsskogar under nedanstående år.	0	0.0	0.0
data/1902/mot-1902--fk--00012.xml	1902	fk	| Land. | År. | Stats-skogarnes areal i hektar. | Inkomster af stats-skogarne | Anmärkningar.	tats- | i | Stats- | skogarne. | i skogarnes | Sn Land. | (Ar: | areal bo | — op Anmärkningar.	52	0.6818181872367859	0.5591397849462365
data/1902/mot-1902--fk--00012.xml	1902	fk	| | 1894 | 96,722 | 5,348,523 | 3,407,080 | |	 ken BI 1894 96,722 | 5,348523 | 3,407,080 Wii	11	0.6666666865348816	0.24444444444444444
data/1902/mot-1902--fk--00038.xml	1902	fk	arffurste till större oafbruten nytta, än som hittills kunnat ske.	 arffurste till större oafbruten nytta, än som hittills kunnat ske.	0	0.0	0.0
data/1902/mot-1902--fk--00038.xml	1902	fk	af grundpriset och det solida byggnadssättet - en sådan byggnad ser	 af grundpriset och det solida byggnadssättet — en sådan byggnad ser	1	0.09090909361839294	0.014925373134328358
data/1902/mot-1902--fk--00038.xml	1902	fk	försports och i mer eller mindre vidsträckta kretsar diskuterats. För den,	försports och i mer eller mindre svldsträckta kretsar diskuterats. För den,	2	0.09090909361839294	0.02702702702702703
data/1902/mot-1902--fk--00038.xml	1902	fk	3) Att hela vindsvåningen, utgörande 1,500m2, skall anordnas till	3) Att hela vindsvåningen, utgörande 1,500 m?, skall anordnas till	2	0.20000000298023224	0.03076923076923077
data/1902/mot-1902--fk--00038.xml	1902	fk	trossbottnar, komma kanslilokalerna att från första början vara absolut	 trossbottnar, komma kanslilokalerna att från första början vara absolut	0	0.0	0.0
data/1902/mot-1902--fk--00038.xml	1902	fk	Stockholm den 12 april 1902.	 Stockholm den 12 april 1902.	0	0.0	0.0
data/1903/mot-1903--ak--00074.xml	1903	ak	dubbelspårsanordning, synes det mig icke vara i sin ordning att bevilja	 dubbelspårsanordning, synes det mig icke vara i sin ordning att bevilja	0	0.0	0.0
data/1903/mot-1903--ak--00074.xml	1903	ak	vattenbyggnadsstyrelsen, anse i frågan.	 vattenbyggnadsstyrelsen, anse i frågan.	0	0.0	0.0
data/1903/mot-1903--ak--00074.xml	1903	ak	A. Hedin.	 ÅA. Hedin	2	1.0	0.2222222222222222
data/1903/mot-1903--ak--00116.xml	1903	ak	gamla och de nya aktieägarne om att dessa förra fortfarande skola rösta vid	 gamla och de nya aktieägarne om att dessa förra fortfarande skola rösta vid	0	0.0	0.0
data/1903/mot-1903--ak--00116.xml	1903	ak	öfverlåtelsen sker mot valuta, motsvara stämpel å köp af fast egendom eller	 öfverlåtelsen sker mot valuta, motsvara stämpel å köp af fast egendom eller	0	0.0	0.0
data/1903/mot-1903--ak--00116.xml	1903	ak	betänklighet, som därigenom ju endast skulle i någon mån korrigeras det	 betänklighet, som därigenom ju endast skulle i någon mån korrigeras det	0	0.0	0.0
data/1903/mot-1903--ak--00197.xml	1903	ak	lagar till en lag, såsom äfven tre ledamöter i högsta domstolen på-	 lagar till en lag, såsom äfven tre ledamöter i högsta domstolen på-	0	0.0	0.0
data/1903/mot-1903--ak--00197.xml	1903	ak	typerna. Förebilder till ett sådant sammanförande finnas t. ex. i 1881	 typerna. Förebilder till ett sådant sammanförande finnas t. ex. i 1881	0	0.0	0.0
data/1903/mot-1903--ak--00197.xml	1903	ak	sidan lämpligen anstå till den revision af ifrågavarande lagstiftning,	 sidan lämpligen anstå till den revision af ifrågavarande lagstiftning,	0	0.0	0.0
data/1903/mot-1903--fk--00001.xml	1903	fk	som hälst i världen, kunde med våra fartyg inhösta frakinkomster, då	som hälst i världen, kunde med våra fartyg inhösta fraktinkomster, då	1	0.09090909361839294	0.014705882352941176
data/1903/mot-1903--fk--00001.xml	1903	fk	Tyska riket 681	 Tyska riket sos	3	0.3333333432674408	0.2
data/1903/mot-1903--fk--00001.xml	1903	fk	Nederländerna 485	 Nederländerna mmm	3	0.5	0.17647058823529413
data/1903/mot-1903--fk--00016.xml	1903	fk	att förse landet med dess behof af ifrågavarande artikel.	 att förse landet med dess behof af ifrågavarande artikel.	0	0.0	0.0
data/1903/mot-1903--fk--00016.xml	1903	fk	terna af kolsyradt vatten och andra kolsyrade drycker, tillverkade själfva	 terna af kolsyradt vatten och andra kolsyrade drycker, tillverkade själfva	0	0.0	0.0
data/1903/mot-1903--fk--00016.xml	1903	fk	kunde den dyra flytande syran ei konkurrera, om den skulle tagas utifrån.	 kunde den dyra flytande syran ej konkurrera, om den skulle tagas utifrån.	1	0.0833333358168602	0.0136986301369863
data/1903/mot-1903--fk--00024.xml	1903	fk	utan inblandning af andra frågor, af nya, bestämda	utan 'inblandning. af andra frågor, af nya, bestämd	3	0.25	0.06
data/1903/mot-1903--fk--00024.xml	1903	fk	unionsväsendets område må lämnas å sido.	 unionsväsendets område må lämnas å sido.	0	0.0	0.0
data/1903/mot-1903--fk--00024.xml	1903	fk	C. E. Ljungberg.	C. E. : Ljungberg	3	0.5	0.1875
data/1904/mot-1904--ak--00005.xml	1904	ak	på depositions- och kapitalräkning kr. 643,849,000	på depositions- och kapitalräkning . . . kr. 643,84	11	0.4444444477558136	0.22
data/1904/mot-1904--ak--00005.xml	1904	ak	beläggas som fullt tiotal.	 beläggas som fullt tiotal.	0	0.0	0.0
data/1904/mot-1904--ak--00005.xml	1904	ak	Hvarje utbetalning eller godtskrifning af ränta å någon af ifråga-	 Hvarje utbetalning eller godtskrifning af ränta å någon af ifråga-	0	0.0	0.0
data/1904/mot-1904--ak--00181.xml	1904	ak	talat (exempelvis sid. 42, 47, 51, 223, 231), synes svaret närmast böra	 talat (exempelvis sid. 42, 47, 51, 223, 231), synes svaret närmast böra	0	0.0	0.0
data/1904/mot-1904--ak--00181.xml	1904	ak	förenade förmånerna ej kunna tillgodose.»	 förenade förmånerna ej kunna tillgodose.»	0	0.0	0.0
data/1904/mot-1904--ak--00181.xml	1904	ak	andra än realskolans lärjungar.	 andra än realskolans lärjungar.	0	0.0	0.0
data/1904/mot-1904--ak--00203.xml	1904	ak	understrykningen gifver uttryck åt sina personliga önskningar, skall val-	 understrykningen gifver uttryck åt sina personliga önskningar, skall val-	0	0.0	0.0
data/1904/mot-1904--ak--00203.xml	1904	ak	metodik snart nog skulle ingå i folkmedvetandet, torde för öfrigt nödgas	 metodik snart nog skulle ingå i folkmedvetandet, torde för öfrigt nödgas	0	0.0	0.0
data/1904/mot-1904--ak--00203.xml	1904	ak	varnande erfarenhet som England visar, det ytterst tättbefolkade och i	 varnande erfarenhet som England visar, det ytterst tättbefolkade och i	0	0.0	0.0
data/1904/mot-1904--fk--00004.xml	1904	fk	eget behof tillfredsställts, i vårt utsädesfrö få en viktig exportartikel.	 eget behof tillfredsställts, i vårt utsädesfrö få en viktig exportartikel.	0	0.0	0.0
data/1904/mot-1904--fk--00004.xml	1904	fk	att taga hänsyn till, och här finnes åter ett vidt fält för experimente-	 att taga hänsyn till, och här finnes åter ett vidt fält för experimente-	0	0.0	0.0
data/1904/mot-1904--fk--00004.xml	1904	fk	Som illustration till den betydelse, man tillerkänner växtförädlin-	 Som illustration till den betydelse, man tillerkänner växtförädlin-	0	0.0	0.0
data/1904/mot-1904--fk--00027.xml	1904	fk	Vid 1897 års riksdag tillät sig undertecknad att framlägga en motion	 Vid 1897 års riksdag tillät sig undertecknad att framlägga en motion	0	0.0	0.0
data/1904/mot-1904--fk--00027.xml	1904	fk	stödsanstalt, nämligen den, att endast de lärare och lärarinnor vid små-	 stödsanstalt, nämligen den, att endast de lärare och lärarinnor vid små-	0	0.0	0.0
data/1904/mot-1904--fk--00027.xml	1904	fk	Detta skäl bortföll emellertid redan 1898, då Riksdagen med anled-	 Detta skäl bortföll emellertid redan 1898, då Riksdagen med anled-	0	0.0	0.0
data/1904/mot-1904--fk--00042.xml	1904	fk	framhålla är, att det här gäller ett allmänt intresse, som icke är be-	 framhålla är, att det här gäller ett allmänt intresse, som icke är be-	0	0.0	0.0
data/1904/mot-1904--fk--00042.xml	1904	fk	vill kunna följa med och tillgodogöra sig de vetenskapens forskningar	 vill kunna följa med och tillgodogöra sig de vetenskapens forskningar	0	0.0	0.0
data/1904/mot-1904--fk--00042.xml	1904	fk	hvilka föräldrar kunna hafva men af att på närmaste håll finna ett	 hvilka föräldrar kunna hafva men af att på närmaste håll finna ett	0	0.0	0.0
data/1905/mot-1905--ak--00153.xml	1905	ak	att det närmast öster därom liggande (bilagan N) blir notarierum samt	 att det närmast öster därom liggande (bilagan N) blir notarierum samt	0	0.0	0.0
data/1905/mot-1905--ak--00153.xml	1905	ak	ganska konstladt behof, hvilket icke bör få ställa sig i vägen för de verk-	 ganska konstladt behof, hvilket icke bör få ställa sig i vägen för de verk-	0	0.0	0.0
data/1905/mot-1905--ak--00153.xml	1905	ak	att Andra Kammaren måtte åt vederbörande gifva	 att Andra Kammaren måtte åt vederbörande gifva	0	0.0	0.0
data/1905/mot-1905--ak--00214.xml	1905	ak	2. Intill dess nya val i hela riket till Andra Kammaren första	 2. Intill dess nya val i hela riket till Andra Kammaren första	0	0.0	0.0
data/1905/mot-1905--ak--00214.xml	1905	ak	gången förrättas efter utgången af augusti månad 1907, skola i fråga	 gången förrättas efter utgången af augusti månad 1907, skola i fråga	0	0.0	0.0
data/1905/mot-1905--ak--00214.xml	1905	ak	Gullbrand Elowson.	. Gullbrand Elowson	3	0.6666666865348816	0.16666666666666666
data/1905/mot-1905--ak--00248.xml	1905	ak	b) om detaljhandeln är genom auktion öfverlåten:	 b) om detaljhandeln är genom auktion öfverlåten:	0	0.0	0.0
data/1905/mot-1905--ak--00248.xml	1905	ak	köpingar, där detaljhandel med brännvin icke blifvit upplåten, skall hvarje	 köpingar, där detaljhandel med brännvin icke blifvit upplåten, skall hvarje	0	0.0	0.0
data/1905/mot-1905--ak--00248.xml	1905	ak	sådan kommun erhålla del efter sin folkmängd.	 sådan kommun erhålla del efter sin folkmängd.	0	0.0	0.0
data/1905/mot-1905--fk--00015.xml	1905	fk	Af friherre Trolle, om anslag till höjande af fonden för fiskeri-	 Af friherre Trolle, om anslag till höjande af fonden för fiskeri-	0	0.0	0.0
data/1905/mot-1905--fk--00015.xml	1905	fk	näringens befrämjande.	 näringens befrämjande.	0	0.0	0.0
data/1905/mot-1905--fk--00015.xml	1905	fk	Maj:t föreslagna 100,000 kronor, jämväl återstoden eller ytterligare 100,000	 Maj:t föreslagna 100,000 kronor, jämväl återstoden eller ytterligare 100,000	0	0.0	0.0
data/1905/mot-1905--fk--00020.xml	1905	fk	allmänhet borde äga rum.	 allmänhet borde äga rum.	0	0.0	0.0
data/1905/mot-1905--fk--00020.xml	1905	fk	skulle ske i minst två ojäfvige vittnens närvaro, att det beslagtagna skulle	 skulle ske i minst två ojäfvige vittnens närvaro, att det beslagtagna skulle	0	0.0	0.0
data/1905/mot-1905--fk--00020.xml	1905	fk	beslagsåtgärden eller, där vederbörande icke kunde anträffas, att domstol	 beslagsåtgärden eller, där vederbörande icke kunde anträffas, att domstol	0	0.0	0.0
data/1905/mot-1905--fk--00043.xml	1905	fk	till ändring af dess 65 §:	 till ändring af dess 65 S:	1	0.1666666716337204	0.038461538461538464
data/1905/mot-1905--fk--00043.xml	1905	fk	hafvande, efter vederbörandes hörande, inom hvarje	 hafvande, efter vederbörandes hörande, inom hvarje	0	0.0	0.0
data/1905/mot-1905--fk--00043.xml	1905	fk	taxeringsvärden.	 taxeringsvärden.	0	0.0	0.0
data/1906/mot-1906--ak--00057.xml	1906	ak	het i tjänsten alltmera utsträckts. Men jag förmenar, att reservtiden,	 het i tjänsten alltmera utsträckts. Men jag förmenar, att reservtiden,	0	0.0	0.0
data/1906/mot-1906--ak--00057.xml	1906	ak	tagande för utrönande af deras egenskaper.	 tagande för utrönande af deras egenskaper.	0	0.0	0.0
data/1906/mot-1906--ak--00057.xml	1906	ak	den fasta anställningen, synes mig frågan om hela den för tjänstens uppe-	 den fasta anställningen, synes mig frågan om hela den för tjänstens uppe-	0	0.0	0.0
data/1906/mot-1906--ak--00144.xml	1906	ak	träffar.»	 träffar.»	0	0.0	0.0
data/1906/mot-1906--ak--00144.xml	1906	ak	Stockholm den 14 mars 1906.	 Stockholm den 14 mars 1906.	0	0.0	0.0
data/1906/mot-1906--ak--00144.xml	1906	ak	P. Hörnstén. Robert Johansson.	 P. Hörnstén Robert Johansson K	3	0.6000000238418579	0.1
data/1906/mot-1906--ak--00148.xml	1906	ak	Gårda 5,0000	 serna san se	9	1.0	0.75
data/1906/mot-1906--ak--00148.xml	1906	ak	Käringöns 570	 Käringöns sit	3	0.5	0.23076923076923078
data/1906/mot-1906--ak--00148.xml	1906	ak	Gräbbestad 1,107	 GFÄDDESlAA.: sse	11	1.0	0.6875
data/1906/mot-1906--fk--00001.xml	1906	fk	A. Wachtmeister.	 A. Wachtmeister 	1	0.5	0.0625
data/1906/mot-1906--fk--00001.xml	1906	fk	djup för trafikerande af större fartyg.	 djup för trafikerande af större fartyg.	0	0.0	0.0
data/1906/mot-1906--fk--00001.xml	1906	fk	tioner tagna på hvar 20:de meter med en minimibredd af 150 meter. Af-	 tioner tagna på hvar 20:de meter med en minimibredd af 150 meter. Af-	0	0.0	0.0
data/1906/mot-1906--fk--00004.xml	1906	fk	(i sitt betänkande n:o 28, I:o), sådan förändrad lydelse af 6 och 8 §§	 (i sitt betänkande n:o 28, I:o), sådan förändrad lydelse af 6 och 8 $$	2	0.0714285746216774	0.02857142857142857
data/1906/mot-1906--fk--00004.xml	1906	fk	finge ske för den skatiskyldiges och hans familjs till stat och kommun	 finge ske för den skattskyldiges och hans familjs till stat och kommun	1	0.0833333358168602	0.014285714285714285
data/1906/mot-1906--fk--00004.xml	1906	fk	förordning, att vid beräkning af inkomst utaf kapital och arbete afdrag	 förordning, att vid beräkning af inkomst utaf kapital och arbete afdrag	0	0.0	0.0
data/1906/mot-1906--fk--00009.xml	1906	fk	för 225,000 kubikmeter alltså „ 30,500:-	 för 225,000 kubikmeter alltså — u..... »	9	0.4285714328289032	0.225
data/1906/mot-1906--fk--00009.xml	1906	fk	vara berättigad, då den sker ur endast privatekonomisk synpunkt. Den	 vara berättigad, då den sker ur endast privatekonomisk synpunkt. Den	0	0.0	0.0
data/1906/mot-1906--fk--00009.xml	1906	fk	tillverkning af exportmalmerna med inhemskt bränsle, så se vi, huru	 tillverkning af exportmalmerna med inhemskt bränsle, så se vi, huru	0	0.0	0.0
data/1907/mot-1907--ak--00220.xml	1907	ak	dagens afslag å hela denna proposition och om revisionsskillingens fast-	 dagens afslag å hela denna proposition och om revisionsskillingens fast-	0	0.0	0.0
data/1907/mot-1907--ak--00220.xml	1907	ak	att Riksdagen i anledning af Kungl. Maj:ts propo-	 att Riksdagen i anledning af Kungl. Maj:ts propo-	0	0.0	0.0
